1-4,8.4,9.8,25
2-4,9.2,10.7,16
3-4,8.3,9.8,16
4-5,8.8,9.8,27
5-5,9.1,9.8,10
6-5,9.4,10.8,20
7-5,10.1,11.6,21
8-4,8.5,9.8,24
8-5,10.3,11.6,11
9-5,11.6,12.8,16
10-4,9.9,12.8,12
10-5,11.2,12.8,13
11-4,8.2,9.8,19
11-5,10.1,10.8,14
12-4,8.6,9.8,13
12-5,10.6,12.6,26
13-5,10.6,11.8,45
13-6,12.1,13.8,16
14-4,8.9,9.8,11
14-5,10.8,11.6,30
16-4,10.3,11.8,14
17-6,13.2,14.6,40
18-6,11.1,12.6,20
19-8,12.6,13.8,22
END,END,END,END
