1-1,3.1,3.8,42
2-1,3.5,4.8,10
8-1,2.5,3.7,8
13-2,3.4,4.8,7
14-2,3.7,4.8,8
15-2,3.5,4.8,7
16-1,2.6,3.8,8.5
17-2,3.5,4.8,9
19-2,3.7,4.7,10
20-2,4.,4.8,10
END,END,END,END
