 10 
1
 1 , 1 , 1 , 1 , 1 , 1 
 2 , 3 , 4 , 5 , 6 , 7 
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
2
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
2-1
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
3
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
4
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
5
 8 , 8 , 8 , 8 , 8 , 8 
 16.725 , 38.8875 , 14.3125 , 8.4375 , 21.6375 , 0 
 .9 , 12 , 5.7 , 2.9 , 1.7 , 0 
 33 , 57.1 , 27.9 , 19.6 , 40.4 , 0 
 13.0683641997437 , 15.312500728863 , 8.59890981462185 , 6.49305948136712 , 14.7495217840153 , 0 
 .78136706724925 , .39376408174511 , .60079719228799 , .769547790384251 , .681664784934273 , 0 
6
 8 , 8 , 8 , 8 , 8 , 8 
 23.1375 , 46.4 , 13.8 , 5.575 , 11.0875 , 0 
 15 , 35.1 , 9.5 , 4 , 3.1 , 0 
 34.3 , 53.1 , 22.8 , 8 , 27.7 , 0 
 6.84563207975923 , 5.61604843283953 , 4.03980197534483 , 1.55448659416174 , 7.97880003509299 , 0 
 .295867404851831 , .121035526569817 , .292739273575712 , .278831676082824 , .719621198204554 , 0 
7
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
8
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 

 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 
