1, 1 , 0 , 0 , 6.6 , 0 , 1 , 0 , 0 , 7.7 , 0 , 1 , 0 , 0 , 8.8 , 0 
2, 1 , 0 , 0 , 20 , 0 , 1 , 0 , 0 , 15 , 0 , 0 , 0 , 0 , 0 , 0 
4, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 18 , 0 
