1,,,,67.7,67.7,,,,,
2,,,,67.5,61.9,,,,,
3,,,,67.7,62,,,,,
4,,,,67.7,62,,,,,
5,,,,67.32,61.82,,,,,
6,,,,67.48,61.88,,,,,
7,,,,67.49,61.89,,,,,
8,,,,67.43,61.83,,,,,
9,,,,67.49,61.79,,,,,
10,,,,67.37,61.77,,,,,
11,,,,67.48,61.88,,,,,
12,,,,67.42,61.77,,,,,
13,,,,67.50,61.85,,,,,
14,,,,67.37,61.67,,,,,
15,,,,67.43,61.73,,,,,
16,,,,67.00,61.75,,,,,
17,,,,67.43,61.73,,,,,
18,,,,67.37,61.67,,,,,
19,,,,67.39,61.69,,,,,
20,,,,67.65,61.7,,,,,
