1-5,10.1,11.8,38
1-6,12.1,12.8,82
2-5,10.9,12.6,83
3-5,10.1,11.6,26
3-6,11.,11.6,43
4-6,10.7,11.8,45
5-6,11.,12.8,90
6-6,11.5,12.8,76
7-6,12.,13.8,49
9-6,13.6,14.8,72
11-6,12.6,13.8,80
12-6,12.7,14.6,57
14-6,12.8,13.8,25
16-5,12.5,13.8,29
18-7,14.2,15.8,43
19-9,13.7,14.6,20
19-10,14.7,15.6,50
20-5,14.2,15.8,100
END,END,END,END
