1,N
2,12-1,1.9, 0 , 0 , 0 , 0 , 0 , 0 , 18.5 , 2.71 , 19.3 , 28.7 , 16.4 ,粉质黏土, 0 , 0 , 0 , 1 , .09 ,18.2, 0 
2,13-1,1.7, 0 , 0 , 0 , 0 , 0 , 0 , 22.1 , 2.71 , 19.6 , 30.7 , 17.4 ,粉质黏土, 1 , 26.9 , 22 , 1 , .11 ,15.6, 0 
2,14-1,1.6, 0 , 0 , 0 , 0 , 0 , 0 , 21.3 , 2.7 , 19.7 , 30.1 , 18.7 ,粉质黏土, 1 , 40.1 , 25.3 , 1 , .09 ,18.9, 0 
2,16-1,2.2, 0 , 0 , 0 , 0 , 0 , 0 , 23.5 , 2.71 , 20 , 27.8 , 15.7 ,粉质黏土, 1 , 21.4 , 26.3 , 0 , 0 ,., 0 
2,18-1,1.4, 0 , 0 , 0 , 0 , 0 , 0 , 21.1 , 2.71 , 19.6 , 30.7 , 17.4 ,粉质黏土, 1 , 50.8 , 23.6 , 1 , .11 ,14.9, 0 
2,19-1,1.5, 0 , 0 , 0 , 0 , 0 , 0 , 21.8 , 2.71 , 19.2 , 32.4 , 19 ,粉质黏土, 1 , 45.5 , 20.7 , 1 , .15 ,11.5, 0 
2,20-1,1.7, 0 , 0 , 0 , 0 , 0 , 0 , 21.5 , 2.71 , 20.1 , 33.1 , 20.1 ,粉质黏土, 1 , 60.1 , 22.4 , 1 , .12 ,14.5, 0 
2-1,17-1,2.2, 0 , 0 , 0 , 0 , 0 , 0 , 22.7 , 2.7 , 19.6 , 29.1 , 19 ,粉质黏土, 1 , 29.4 , 20.9 , 1 , .1 ,17., 0 
3,2-1,3.1, 0 , 0 , 0 , 0 , 0 , 0 , 23.7 , 2.73 , 19.9 , 35.9 , 18.9 ,粉质黏土, 4 , 95 , 7.6 , 0 , 0 ,., 145 
3,5-2,3.6, 0 , 0 , 0 , 0 , 0 , 0 , 20.8 , 2.72 , 19.9 , 30.9 , 16.7 ,粉质黏土, 1 , 35.2 , 26.5 , 1 , .14 ,11.5, 0 
3,6-2,3.6, 0 , 0 , 0 , 0 , 0 , 0 , 21.1 , 2.72 , 19.6 , 30.9 , 17.4 ,粉质黏土, 1 , 49.2 , 16 , 1 , .16 ,10.5, 0 
3,7-2,3.3, 0 , 0 , 0 , 0 , 0 , 0 , 25 , 2.73 , 19.3 , 37.7 , 19.7 ,黏土, 1 , 31.3 , 15.4 , 1 , .2 ,9.2, 0 
3,9-2,3.7, 0 , 0 , 0 , 0 , 0 , 0 , 25.5 , 2.72 , 19.8 , 33 , 19 ,粉质黏土, 1 , 41.7 , 11.7 , 1 , .24 ,6.9, 0 
3,10-2,3.7, 0 , 0 , 0 , 0 , 0 , 0 , 22.5 , 2.72 , 20.1 , 32.6 , 18.8 ,粉质黏土, 1 , 25.6 , 26 , 1 , .2 ,7.9, 0 
3,13-2,3.3, 0 , 0 , 0 , 0 , 0 , 0 , 26.5 , 2.73 , 19.3 , 37.1 , 19.1 ,黏土, 1 , 32.6 , 15.4 , 1 , .22 ,8.2, 0 
3,14-2,3.4, 0 , 0 , 0 , 0 , 0 , 0 , 26.5 , 2.74 , 19.4 , 40.1 , 20.2 ,黏土, 1 , 58.1 , 12.5 , 0 , 0 ,., 0 
3,15-2,3.1, 0 , 0 , 0 , 0 , 0 , 0 , 24.9 , 2.74 , 19.7 , 38 , 18.2 ,黏土, 1 , 30.5 , 18.5 , 1 , .11 ,15.6, 0 
3,18-2,3.6, 0 , 0 , 0 , 0 , 0 , 0 , 24.9 , 2.73 , 19.5 , 37.3 , 20.4 ,粉质黏土, 1 , 60.1 , 11.8 , 1 , .15 ,11.5, 0 
3,19-2,3.2, 0 , 0 , 0 , 0 , 0 , 0 , 25.9 , 2.73 , 19.4 , 37.6 , 20 ,黏土, 1 , 42.3 , 13 , 1 , .14 ,12.8, 0 
3,20-2,3.6, 0 , 0 , 0 , 0 , 0 , 0 , 25.9 , 2.74 , 19.4 , 40.8 , 21 ,黏土, 1 , 46.2 , 12.5 , 1 , .14 ,12.4, 0 
4,1-3,4.6, 0 , 0 , 0 , 0 , 0 , 0 , 21.1 , 2.71 , 20.1 , 30.9 , 17.6 ,粉质黏土, 4 , 60 , 9.3 , 0 , 0 ,., 135 
4,2-2,4.3, 0 , 0 , 0 , 0 , 0 , 0 , 21.7 , 2.72 , 19.7 , 31.8 , 17.3 ,粉质黏土, 1 , 42.1 , 16.1 , 1 , .21 ,7.9, 0 
4,3-2,4.3, 0 , 0 , 0 , 0 , 0 , 0 , 19 , 2.73 , 19.9 , 31.8 , 15.6 ,粉质黏土, 1 , 42.1 , 24 , 1 , .2 ,8.2, 0 
4,4-2,3.6, 0 , 0 , 0 , 0 , 0 , 0 , 19.9 , 2.71 , 19.5 , 32.2 , 18.1 ,粉质黏土, 1 , 56.9 , 24.7 , 1 , .14 ,11.8, 0 
4,4-3,4.6, 0 , 0 , 0 , 0 , 0 , 0 , 19.8 , 2.72 , 19.6 , 28.8 , 16.3 ,粉质黏土, 1 , 34.7 , 24.2 , 1 , .13 ,12.5, 0 
4,8-2,4.1, 0 , 0 , 0 , 0 , 0 , 0 , 23.2 , 2.72 , 19.7 , 31.6 , 17.6 ,粉质黏土, 4 , 40 , 7.6 , 0 , 0 ,., 126 
4,11-2,4.5, 0 , 0 , 0 , 0 , 0 , 0 , 22.2 , 2.71 , 19.7 , 30.7 , 19 ,粉质黏土, 1 , 25.4 , 18.6 , 1 , .22 ,7.8, 0 
4,13-3,5.3, 0 , 0 , 0 , 0 , 0 , 0 , 21.3 , 2.71 , 20.4 , 28.2 , 15.6 ,粉质黏土, 4 , 20 , 11.8 , 0 , 0 ,., 0 
4,14-3,4.3, 0 , 0 , 0 , 0 , 0 , 0 , 22.3 , 2.71 , 20.2 , 30.9 , 18.8 ,粉质黏土, 4 , 57 , 8.2 , 0 , 0 ,., 101 
4,14-4,5.6, 0 , 0 , 0 , 0 , 0 , 0 , 23.7 , 2.71 , 19.7 , 28.2 , 15.9 ,粉质黏土, 1 , 18.1 , 29.6 , 0 , 0 ,., 0 
4,15-3,5.0, 0 , 0 , 0 , 0 , 0 , 0 , 22 , 2.71 , 20.1 , 28.6 , 16.2 ,粉质黏土, 1 , 43.7 , 11.9 , 1 , .19 ,8.5, 0 
4,16-2,4.2, 0 , 0 , 0 , 0 , 0 , 0 , 23.1 , 2.72 , 19.5 , 31.1 , 16.8 ,粉质黏土, 1 , 48 , 9.3 , 1 , .23 ,7.69, 0 
4,17-2,4.3, 0 , 0 , 0 , 0 , 0 , 0 , 23.4 , 2.72 , 19.8 , 32.6 , 18.1 ,粉质黏土, 4 , 39 , 12.7 , 0 , 0 ,., 0 
4,17-3,5.6, 0 , 0 , 0 , 0 , 0 , 0 , 21.8 , 2.71 , 20.3 , 29.4 , 16.3 ,粉质黏土, 1 , 9.3 , 28.6 , 1 , .14 ,11.3, 0 
4,18-3,5.4, 0 , 0 , 0 , 0 , 0 , 0 , 23.3 , 2.71 , 20 , 26.3 , 14.8 ,粉质黏土, 1 , 17.1 , 27.6 , 0 , 0 ,., 0 
4,19-3,4.7, 0 , 0 , 0 , 0 , 0 , 0 , 21.2 , 2.71 , 20.2 , 29.9 , 16.9 ,粉质黏土, 1 , 41.6 , 10.5 , 1 , .21 ,7.8, 0 
4,20-4,4.6, 0 , 0 , 0 , 0 , 0 , 0 , 24.1 , 2.72 , 19.4 , 32.9 , 19.3 ,粉质黏土, 1 , 41 , 13 , 1 , .23 ,7.63, 0 
4,20-5,5.7, 0 , 0 , 0 , 0 , 0 , 0 , 22.4 , 2.7 , 19.9 , 27.7 , 16.8 ,粉质黏土, 1 , 16.1 , 22.2 , 0 , 0 ,., 0 
5,1-4,5.6, 0 , 0 , 0 , 0 , 0 , 0 , 22.6 , 2.7 , 19.7 , 29.5 , 18.3 ,粉质黏土, 1 , 31.8 , 23 , 1 , .12 ,13.5, 0 
5,2-3R,5.9, 26.9 , 57.1 , 9.9 , 4.4 , 1.7 , 0 , 0 , 0 , 0 , 0 , 0 ,砾砂, 0 , 0 , 0 , 0 , 0 ,., 0 
5,6-3R,5.7, .9 , 12 , 27.9 , 19.6 , 39.6 , 0 , 0 , 0 , 0 , 0 , 0 ,粉砂, 0 , 0 , 0 , 0 , 0 ,., 0 
5,7-3,5.5, 4.7 , 26.1 , 16.7 , 12.1 , 40.4 , 0 , 0 , 0 , 0 , 0 , 0 ,粉砂, 0 , 0 , 0 , 0 , 0 ,., 0 
5,8-3,5.3, 33 , 43.7 , 5.7 , 2.9 , 14.7 , 0 , 0 , 0 , 0 , 0 , 0 ,砾砂, 0 , 0 , 0 , 0 , 0 ,., 0 
5,9-3,5.7, 0 , 0 , 0 , 0 , 0 , 0 , 23 , 2.72 , 20 , 32 , 18.2 ,粉质黏土, 1 , 19.7 , 23.2 , 1 , .12 ,14.1, 0 
5,10-3,5.8, 1.4 , 28.3 , 26.4 , 15.8 , 28.1 , 0 , 0 , 0 , 0 , 0 , 0 ,中砂, 0 , 0 , 0 , 0 , 0 ,., 0 
5,12-3,5.2, 0 , 0 , 0 , 0 , 0 , 0 , 21.4 , 2.7 , 20.4 , 26.4 , 16 ,粉质黏土, 4 , 31 , 9.7 , 0 , 0 ,., 0 
5,13-4R,6.3, 27 , 52.6 , 9.6 , 5.5 , 5.3 , 0 , 0 , 0 , 0 , 0 , 0 ,砾砂, 0 , 0 , 0 , 0 , 0 ,., 0 
5,16-3,5.6, 14 , 47.7 , 6.7 , 3.1 , 28.5 , 0 , 0 , 0 , 0 , 0 , 0 ,粗砂, 0 , 0 , 0 , 0 , 0 ,., 0 
5,19-4R,6.3, 25.9 , 43.6 , 11.6 , 4.1 , 14.8 , 0 , 0 , 0 , 0 , 0 , 0 ,砾砂, 0 , 0 , 0 , 0 , 0 ,., 0 
6,8-4R,6.6, 27.2 , 50.1 , 11.5 , 4.2 , 7 , 0 , 0 , 0 , 0 , 0 , 0 ,砾砂, 0 , 0 , 0 , 0 , 0 ,., 0 
6,11-3R,6.4, 29.2 , 42.8 , 14.4 , 5.3 , 8.3 , 0 , 0 , 0 , 0 , 0 , 0 ,砾砂, 0 , 0 , 0 , 0 , 0 ,., 0 
6,15-4R,11.2, 16.8 , 50.5 , 14.9 , 4 , 13.8 , 0 , 0 , 0 , 0 , 0 , 0 ,粗砂, 0 , 0 , 0 , 0 , 0 ,., 0 
6,18-4R,7.6, 34.3 , 44.8 , 9.5 , 5.3 , 6.1 , 0 , 0 , 0 , 0 , 0 , 0 ,砾砂, 0 , 0 , 0 , 0 , 0 ,., 0 
6,18-5,8.4, 17.3 , 35.1 , 12.2 , 7.7 , 27.7 , 0 , 0 , 0 , 0 , 0 , 0 ,粗砂, 0 , 0 , 0 , 0 , 0 ,., 0 
6,18-6R,9.3, 20.5 , 47.7 , 22.8 , 5.9 , 3.1 , 0 , 0 , 0 , 0 , 0 , 0 ,粗砂, 0 , 0 , 0 , 0 , 0 ,., 0 
6,19-5R,10.8, 15 , 47.1 , 13.6 , 8 , 16.3 , 0 , 0 , 0 , 0 , 0 , 0 ,粗砂, 0 , 0 , 0 , 0 , 0 ,., 0 
6,20-6R,7.6, 24.8 , 53.1 , 11.5 , 4.2 , 6.4 , 0 , 0 , 0 , 0 , 0 , 0 ,粗砂, 0 , 0 , 0 , 0 , 0 ,., 0 
7,1-5,8, 0 , 0 , 0 , 0 , 0 , 0 , 19.9 , 2.73 , 20.6 , 37.4 , 21.4 ,粉质黏土, 0 , 0 , 0 , 1 , .1 ,15.2, 0 
7,1-6,9.3, 0 , 0 , 0 , 0 , 0 , 0 , 21.3 , 2.73 , 20.2 , 34.8 , 18.2 ,粉质黏土, 1 , 66.3 , 20.6 , 1 , .13 ,12.5, 0 
7,2-4,8.9, 0 , 0 , 0 , 0 , 0 , 0 , 19 , 2.72 , 20.6 , 31.4 , 17.8 ,粉质黏土, 1 , 57.7 , 23.3 , 1 , .12 ,13.5, 0 
7,3-3,9.1, 0 , 0 , 0 , 0 , 0 , 0 , 22.9 , 2.73 , 20.7 , 41.3 , 22.8 ,黏土, 1 , 83.9 , 22.2 , 0 , 0 ,., 0 
7,20-8,13, 0 , 0 , 0 , 0 , 0 , 0 , 18.4 , 2.72 , 20.4 , 37 , 23.5 ,粉质黏土, 0 , 0 , 0 , 0 , 0 ,., 0 
8,2-5,10, 0 , 0 , 0 , 0 , 0 , 0 , 23.8 , 2.7 , 19.5 , 0 , 0 ,, 0 , 0 , 0 , 1 , .28 ,6.1, 0 
,1-2,3.6, 0 , 0 , 0 , 0 , 0 , 0 , 20.8 , 2.72 , 19.3 , 33 , 19 ,粉质黏土, 1 , 49 , 20 , 1 , .14 ,11.49, 0 
,12-2,3.8, 0 , 0 , 0 , 0 , 0 , 0 , 20.5 , 2.72 , 19.6 , 32.7 , 17.3 ,粉质黏土, 4 , 94 , 15.7 , 0 , 0 ,., 0 
,15-1,1.2, 0 , 0 , 0 , 0 , 0 , 0 , 17.8 , 2.72 , 19.5 , 34.7 , 20.1 ,粉质黏土, 1 , 38.2 , 27 , 1 , .11 ,14.8, 0 
END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END
