 10 , 2 , 1 
q,UU
天然
1,粉质黏土
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 1 , 0 
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 22.9 , 2.74 , 20.1 , 16.3547599674532 , .642663414634147 , 97.6343114781473 , 38.1 , 19.4 , 18.7 , .187165775401069 , .601049868766404 , 1.9639175257732 , 59.2845323577186 , 0 , 0 , 76.3 , 13.4 , 0 , 0 , 0 , 0 , 0 , 0 , .1 , 16.95 , 0 , 0 , 1 , 0 
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
2,粉质黏土
 18.4 , 2.7 , 19.1 , 15.28 , .515071090047394 , 79.5633383010432 , 27.8 , 15.7 , 10.4 , 6.66666666666666E-02 , .644599303135889 , 1.53333333333333 , 43.3959520985576 , 0 , 0 , 21.4 , 14.5 , 0 , 0 , 0 , 0 , 0 , 0 , .08 , 8.9 , 0 , 0 , 0 , 0 
 25 , 2.73 , 20.7 , 17.4831081081081 , .75 , 100 , 33.5 , 20.4 , 15 , .644628099173554 , .845323741007194 , 1.84745762711864 , 54.7497239602503 , 0 , 0 , 62.1 , 27.4 , 0 , 0 , 0 , 0 , 0 , 0 , .18 , 20.4 , 0 , 0 , 0 , 0 
 16 , 16 , 16 , 16 , 16 , 16 , 16 , 16 , 16 , 16 , 16 , 16 , 16 , 0 , 0 , 14 , 14 , 0 , 0 , 0 , 0 , 0 , 0 , 14 , 14 , 0 , 0 , 0 , 0 
 17.3152633494877 , 2.69157809109447 , 18.6266052909042 , 15.0393142868042 , .511939236877884 , 77.6525178468606 , 26.071495376983 , 14.664623425248 , 9.68003554593673 ,-3.24508975141337E-02 , .580679825714367 , 1.50907774817156 , 39.8709875626559 , 0 , 0 , 12.7321818347705 , 12.9911667874306 , 0 , 0 , 0 , 0 , 0 , 0 , .044536375809595 , 5.80572152142108 , 0 , 0 , 0 , 0 
 25.7347366505123 , 2.73092190890553 , 20.8358947090958 , 17.4423976548957 , .763402201728007 , 105.744944818298 , 35.316004623017 , 21.285376574752 , 15.7574644540633 , .587334905534933 , .823211982235784 , 1.91289238687877 , 56.7542655696671 , 0 , 0 , 75.1535324509438 , 31.1516903554265 , 0 , 0 , 0 , 0 , 0 , 0 , .208320767047548 , 22.6799927642932 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 16 , 16 , 16 , 15 , 16 , 16 , 16 , 16 , 16 , 15 , 15 , 16 , 16 , 0 , 0 , 14 , 14 , 0 , 0 , 0 , 0 , 0 , 0 , 14 , 14 , 0 , 0 , 0 , 0 
 18.4 , 2.7 , 19.1 , 15.28 , .515071090047394 , 79.5633383010432 , 27.8 , 15.7 , 10.4 , 6.66666666666666E-02 , .644599303135889 , 1.53333333333333 , 43.3959520985576 , 0 , 0 , 21.4 , 14.5 , 0 , 0 , 0 , 0 , 0 , 0 , .08 , 8.9 , 0 , 0 , 0 , 0 
 25 , 2.73 , 20.7 , 16.9421487603306 , .75 , 100 , 33.5 , 20.4 , 15 , .353383458646617 , .759197324414716 , 1.84745762711864 , 54.7497239602503 , 0 , 0 , 62.1 , 27.4 , 0 , 0 , 0 , 0 , 0 , 0 , .18 , 20.4 , 0 , 0 , 0 , 0 
 21.525 , 2.71125 , 19.73125 , 16.1580391616994 , .637670719302945 , 91.698731332579 , 30.69375 , 17.975 , 12.71875 , .252962930999523 , .692387381506268 , 1.71098506752516 , 48.3126265661615 , 0 , 0 , 43.9428571428571 , 22.0714285714286 , 0 , 0 , 0 , 0 , 0 , 0 , .126428571428571 , 14.2428571428571 , 0 , 0 , 0 , 0 
 1.72530190594768 , 8.06225774816797E-03 , .452723241432714 , .377142965261581 , .051529296075845 , 5.7566448711961 , 1.89436664877745 , 1.35671171096394 , 1.24537477625544 , 8.37262299399623E-02 , 3.28660607311526E-02 , 8.27489013744297E-02 , 3.45968811619082 , 0 , 0 , 13.169061311429 , 3.83133408607509 , 0 , 0 , 0 , 0 , 0 , 0 , 3.45536690375428E-02 , 3.55997283604897 , 0 , 0 , 0 , 0 
 8.01533986502988E-02 , 2.97363125796882E-03 , 2.29444785014996E-02 , 2.33408869410065E-02 , 8.08086282088865E-02 , 6.27778027846156E-02 , 6.17183188361622E-02 , .07547770297435 , .097916444324752 , .330982209959135 , 4.74677349833462E-02 , 4.83633100866981E-02 , 7.16104331742959E-02 , 0 , 0 , .299686050650204 , .173587952119907 , 0 , 0 , 0 , 0 , 0 , 0 , .273305856794124 , .249947942350479 , 0 , 0 , 0 , 0 
