533,2,12.52,1000,6.27,2000
2,7.2,12.52,14,6.27
1,1.3,3000,2
2,2.8,2500,3
3,3.9,1500,2
4,6,1000,3
5,6.9,2200,36
6,12.5,14000,36
7,13.2,6000,2
8,14,11000,66

