1-1, 50 , 100 , 150 , 200 , 250 , 0 , 0 , 0 , 0 , 0 , 1.466 , 1.422 , 1.381 , 1.328 , 1.143 , 1.016 , 0 , 0 , 0 , 0 , 0 ,0.880,0.820,1.060,3.700,2.540, 0 , 0 , 0 , 0 , 0 ,2.80,3.01,2.33,0.67,0.97, 0 , 0 , 0 , 0 , 0 , 50 , 100 , 150 , 200 , 250 , 0 , 0 , 0 , 0 , 0 , 1.404 , 1.377 , 1.312 , 1.09 , 0.989 , 0 , 0 , 0 , 0 , 0 ,1.240,0.540,1.300,4.440,2.020, 0 , 0 , 0 , 0 , 0 ,1.99,4.57,1.90,0.56,1.22, 0 , 0 , 0 , 0 , 0 ,0.007,0.002,0.006,0.022,0.011, 0 , 0 , 0 , 0 , 0 ,0.025,0.014,0.038,-0.002,0.006, 0 , 0 , 0 , 0 , 0 , 179 ,0.022,0.007,2.380,2.870, 0.65 ,,,
100
