2,.1,2.,1
2,.2,2.,2
2,.3,2.,3
2,.4,2.,4
2,.5,2.,5
2,.6,2.,6
2,.7,2.,6
2,.8,2.,5
2,.9,2.,5
2,1.,2.,6
2,1.1,2.,8
2,1.2,2.,7
2,1.3,2.,7
2,1.4,2.,6
2,1.5,2.,8
2,1.6,2.,11
2,1.7,4.,17
2,1.8,4.,15
2,1.9,4.,14
2,2.,4.,11
2,2.1,4.,5
2,2.2,4.,4
2,2.3,4.,4
2,2.4,4.,4.5
2,2.5,4.,5
2,2.6,4.,5
2,2.7,4.,5
3,.1,2.,11
3,.2,2.,29
3,.3,2.,25
3,.4,2.,10
3,.5,2.,6
3,.6,2.,3.5
3,.7,2.,2.5
3,.8,2.,1.5
3,.9,2.,3
3,1.,2.,4
3,1.1,2.,4
3,1.2,2.,4
4,.1,.,0
4,.2,.,0
4,.3,.,0
4,.4,2.,4
4,.5,2.,6
4,.6,2.,4
4,.7,2.,4
4,.8,2.,4.5
4,.9,2.,5.5
4,1.,2.,6
5,.1,2.,3
5,.2,2.,3
5,.3,2.,6
5,.4,2.,8
5,.5,2.,9
5,.6,2.,10
5,.7,2.,9
5,.8,2.,7
5,.9,2.,9
5,1.,2.,8
5,1.1,2.,8
5,1.2,2.,15
5,1.3,2.,19
6,.1,2.,2
6,.2,2.,2.5
6,.3,2.,3
6,.4,2.,3
6,.5,2.,3
6,.6,2.,5
6,.7,2.,7
6,.8,2.,5.5
6,.9,2.,4.5
6,1.,2.,4
9,.4,1.8,5
9,.5,1.8,4
9,.6,1.8,2
9,.7,1.8,3
9,.8,1.8,2.5
9,.9,1.8,2.5
9,1.,1.8,3
9,1.1,1.8,4
9,1.2,1.8,4
9,1.3,1.8,4
9,1.4,1.8,5.5
12,.1,2.,11
12,.2,2.,10
12,.3,2.,7
12,.4,2.,3
12,.5,2.,2.5
12,.6,2.,1.5
12,.7,2.,2.5
12,.8,2.,2.5
12,.9,2.,3
12,1.,2.,3
12,1.1,2.,3
12,1.2,2.,3
15,.6,3.,8
15,.7,3.,8
15,.8,3.,5
15,.9,3.,4
15,1.,3.,4
15,1.1,3.,4
15,1.2,3.,6
15,1.3,3.,6
16,.1,2.,7
16,.2,2.,5
16,.3,2.,4.5
16,.4,2.,3.5
16,.5,2.,2.5
16,.6,2.,3.5
16,.7,2.,4
16,.8,2.,4.5
16,.9,2.,5
16,1.,2.,4.5
16,1.1,2.,5.5
18,.3,3.,3
18,.4,3.,7
18,.5,3.,8
18,.6,3.,4
18,.7,3.,5
18,.8,3.,4.5
18,.9,3.,2.5
18,1.,3.,3.5
18,1.1,3.,5
18,1.2,3.,5
18,1.3,3.,5
19,.3,3.,2
19,.4,3.,7
19,.5,3.,5.5
19,.6,3.,3.5
19,.7,3.,4
19,.8,3.,3
19,.9,3.,4
19,1.,3.,4
19,1.1,3.,5
19,1.2,3.,5
19,1.3,3.,5
19,1.4,3.,5
19,1.5,3.,5.5
END,END,END,END
