1,1.10, 199 , 5.034 , 1.55 , 6.9 ,-0.43 , 0.79 , 6.08 , 13.9 , 6904.04 ,
1,1.10, 225.2 , 4.48 , 1.69 , 7.82 ,-0.398 , 0.79 , 7.47 , 19.8 , 7814.87 ,
END,END,END
