061,6,8
1-2,1.5,1380,36.1,1
1,2.5,2760,45.6,3
1-3,3.3,920,22.8,4
2,4.1,754,26.8,2
3-1,5,2668,31.4,3
3-2,7,73,59.9,2
0,7.7,1104,20,3
4,9.7,1932,63.7,2
4-1,10.1,5883,62.7,23
0,11,2171,19,3
0,12.9,2668,113.1,2
4,14.5,1472,47.5,3

