3-1,1.8,2.6,9
4-1,1.8,2.6,16
5-1,2.,3.8,8.5
6-1,1.9,2.7,9
7-1,1.8,2.7,7.5
9-1,2.,2.8,6
10-1,2.05,3.8,7
11-1,2.6,3.8,9
12-1,2.2,3.6,11.5
13-1,2.,2.7,6
14-1,2.,2.8,9
15-1,1.6,2.6,10
17-1,1.65,2.6,16.5
18-1,1.9,2.6,12
19-1,1.75,2.7,11
20-1,2.1,3.8,9
END,END,END,END
