1, 1,854.00,24.5,3,,,,
2, 2.6,943.13,20.6,3,,,,
3, 3.7,1527.27,24.1,3,,,,
4, 5.6,570.53,11.1,4,,,,
5, 6.4,1475.00,22.3,3,,,,
6, 8,3435.00,37.8,36,,,,
7, 9.9,5442.11,60.9,2,,,,
8, 12.4,5352.40,62.1,66,,,,
