2,2.8,4.,4.5
2,2.9,4.,4.5
2,3.,4.,3.5
2,3.1,4.,4
2,3.2,4.,3.5
2,3.3,4.,4.5
2,3.4,4.,4
2,3.5,4.,4
2,3.6,4.,3
2,3.7,6.,3
3,3.,4.,5
3,3.1,4.,5
3,3.2,4.,5
3,3.3,4.,4
3,3.4,4.,4
3,3.5,4.,4
3,3.6,4.,5
3,3.7,4.,5
3,3.8,6.,6
3,3.9,6.,5
4,3.,4.,4.5
4,3.1,4.,4
4,3.2,4.,4
4,3.3,4.,4.5
4,3.4,4.,2
4,3.5,4.,3
4,3.6,4.,3
5,2.5,4.,6.5
5,2.6,4.,8
5,2.7,4.,7
5,2.8,4.,6
5,2.9,4.,5
5,3.,4.,4
5,3.1,4.,3.5
5,3.2,4.,3.5
5,3.3,4.,4
5,3.4,4.,3.5
5,3.5,6.,3.5
5,3.6,6.,3
5,3.7,6.,3
5,3.8,6.,4.5
5,3.9,6.,4
6,2.7,4.,5
6,2.8,4.,3
6,2.9,4.,4
6,3.,4.,4
6,3.1,4.,3
6,3.2,4.,4
6,3.3,4.,4
6,3.4,6.,4
6,3.5,6.,7
6,3.6,6.,5
6,3.7,6.,4
6,3.8,6.,5
9,2.6,3.6,5.5
9,2.7,3.6,6
9,2.8,3.6,6
9,2.9,3.6,7
9,3.,3.6,6.5
9,3.1,3.6,5
9,3.2,3.6,4
9,3.3,3.6,5
9,3.4,3.6,4
9,3.5,4.6,4
9,3.6,4.6,6
9,3.7,4.6,7
9,3.8,4.6,5
9,3.9,4.6,5
9,4.,4.6,6
12,2.7,4.,5
12,2.8,4.,5
12,2.9,4.,5
12,3.,4.,4
12,3.1,4.,4
12,3.2,4.,4
12,3.3,4.,4
12,3.4,4.,5
12,3.5,6.,6
12,3.6,6.,4
12,3.7,6.,4
12,3.8,6.,4
12,3.9,6.,4
15,2.9,3.,4.5
15,3.,3.,5
15,3.1,3.,4
15,3.2,4.8,5
15,3.3,4.8,5
15,3.4,4.8,5
15,3.5,4.8,4.5
15,3.6,4.8,4
15,3.7,4.8,3.5
15,3.8,4.8,2.5
15,3.9,4.8,3.5
16,2.5,4.,5
16,2.6,4.,6
16,2.7,4.,5.5
16,2.8,4.,5.5
16,2.9,4.,4.5
16,3.,4.,4.5
16,3.1,4.,4.5
16,3.2,4.,4.5
16,3.3,6.,5
16,3.4,6.,5
16,3.5,6.,6
16,3.6,6.,6
16,3.7,6.,5.5
18,2.9,3.,5
18,3.,3.,4.5
18,3.1,4.8,5
18,3.2,4.8,5
18,3.3,4.8,5
18,3.4,4.8,6
18,3.5,4.8,4
18,3.6,4.8,4.5
18,3.7,4.8,4.5
18,3.8,4.8,4.5
18,3.9,4.8,5.5
18,4.,4.8,5
19,2.9,3.,5
19,3.,4.8,4
19,3.1,4.8,5
19,3.2,4.8,6
19,3.3,4.8,5
19,3.4,4.8,4
19,3.5,4.8,3.5
19,3.6,4.8,4.5
19,3.7,4.8,5
19,3.8,4.8,4
19,3.9,4.8,5
19,4.,4.8,4
19,4.1,4.8,4
19,4.2,4.8,4
END,END,END,END
