061,6,8
1-2,1.3,736,30.4,2
1,3.5,1380,32.3,3
1-3,4.9,570,25.8,4
2,5.6,2392,60.8,2
3-2,7.1,6992,76,3
0,8,736,26.6,23
0,11.6,2392,114,2
0,13.5,2116,101.7,3
0,14.3,1472,55.1,3
4,15.4,4416,190,2
5-1,16,10672,114,2
5,17.5,1840,63.7,3
6,18.2,2392,95,4

