,105,,105,,105
,105,,105,,104,1.75
,,,,,
,,,,,,
,,,,,
,,,,,,
,106,,108,,
,,,,,,1.79
,107,,109,,
,,,,,,1.80
,108,,110,,
,,,,,,1.82
,,,,,
,,,,,,
,,,,,
,,,,,,
