 1 , 1 
 3.54 , 0.07202 
 2.99 , 0.12114 
 4.18 , 0.1374 
 3.53 , 0.14269 
 2.87 , 0.15348 
 6.05 , 0.14135 
 2.73 , 0.12357 
 1.94 , 0.11763 
 2.46 , 0.15053 
 4.05 , 0.26497 
 4.77 , 0.25018 
 10.11 , 0.17775 
 5.33 , 0.11965 
 2.83 , 0.09152 
 1.85 , 0.05904 
 1.42 , 0.05126 
 1.24 , 0.04804 
 1.26 , 0.04676 
 1.21 , 0.04427 
 1.15 , 0.04053 
 1.23 , 0.04094 
 1.5 , 0.03889 
 1.39 , 0.03424 
 1.05 , 0.02851 
 0.84 , 0.02971 
 0.82 , 0.03629 
 0.87 , 0.04839 
 1.22 , 0.06597 
 1.67 , 0.08924 
 1.65 , 0.14962 
 1.72 , 0.15822 
 1.63 , 0.14869 
 1.74 , 0.15009 
 1.89 , 0.14977 
 1.98 , 0.14851 
 2.03 , 0.13717 
 2.03 , 0.12453 
 2.08 , 0.10863 
 1.77 , 0.07474 
 1.8 , 0.06178 
 1.94 , 0.06775 
 2.36 , 0.06506 
 2.67 , 0.0643 
 2.48 , 0.07556 
 3.39 , 0.07363 
 2.47 , 0.08301 
 2.88 , 0.09699 
 3.76 , 0.08886 
 3.78 , 0.08178 
 2.66 , 0.07959 
 2.37 , 0.06059 
 2.41 , 0.04763 
 1.36 , 0.03436 
 1.11 , 0.02825 
 1.1 , 0.04775 
 1.16 , 0.0488 
 1.33 , 0.05389 
 1.41 , 0.05909 
 1.45 , 0.05547 
 1.44 , 0.04199 
 1.04 , 0.02947 
 0.83 , 0.02114 
 0.84 , 0.01559 
 0.86 , 0.01676 
 0.99 , 0.02474 
 1.05 , 0.02506 
 1.03 , 0.02918 
 1.13 , 0.0326 
 1.07 , 0.03366 
 1.15 , 0.0293 
 0.95 , 0.02579 
 1.07 , 0.02804 
 1.06 , 0.02538 
 1 , 0.02623 
 0.96 , 0.02137 
 0.84 , 0.01939 
 0.93 , 0.02857 
 1.34 , 0.02325 
 1.01 , 0.0236 
 1.11 , 0.02532 
 1.53 , 0.02234 
 0.98 , 0.03907 
 1.34 , 0.04632 
 1.38 , 0.0424 
 1.41 , 0.05439 
 2.58 , 0.06155 
 1.85 , 0.05272 
 1.75 , 0.04266 
 1.58 , 0.04325 
 1.83 , 0.05538 
 1.72 , 0.05509 
 1.59 , 0.05477 
 1.72 , 0.04369 
 1.31 , 0.03632 
 1.5 , 0.03667 
 1.87 , 0.03503 
 1.94 , 0.03278 
 1.51 , 0.03018 
 1.34 , 0.03041 
 1.32 , 0.02766 
 1.11 , 0.02509 
 1.09 , 0.02863 
 1.61 , 0.02848 
 1.31 , 0.03161 
 1.64 , 0.04161 
 1.63 , 0.03503 
 1.01 , 0.03269 
 1.22 , 0.0317 
 1.15 , 0.01649 
 1.14 , 0.02515 
 0.35 , 0.02407 
 1.14 , 0.02336 
 0.85 , 0.02287 
 0.84 , 0.02433 
 0.91 , 0.0343 
 1.11 , 0.03828 
 1.44 , 0.03433 
 1.22 , 0.0329 
 1.24 , 0.04737 
 1.7 , 0.04699 
 1.14 , 0.03781 
 0.92 , 0.03222 
 1.01 , 0.03102 
 1.07 , 0.02348 
 0.95 , 0.02278 
 1.13 , 0.02559 
 1.16 , 0.02547 
 0.97 , 0.0262 
 0.94 , 0.01968 
 0.76 , 0.01661 
 0.82 , 0.01676 
 0.87 , 0.01833 
 0.96 , 0.02044 
 1.03 , 0.02582 
 1 , 0.02819 
 1.04 , 0.0314 
 1.04 , 0.03561 
 1.12 , 0.04617 
 1.09 , 0.04714 
 1.6 , 0.03781 
 1.12 , 0.04924 
 1.52 , 0.06462 
 2.48 , 0.08734 
 2.84 , 0.08205 
 2.12 , 0.07313 
 1.6 , 0.04813 
 2.15 , 0.03284 
 1.39 , 0.03553 
 1.41 , 0.03433 
 1.78 , 0.03626 
 1.28 , 0.03214 
 1.3 , 0.03407 
 1.48 , 0.03877 
 1.66 , 0.06798 
 3.19 , 0.0879 
 2.63 , 0.1424 
 3.88 , 0.17389 
 3.02 , 0.15883 
 1.83 , 0.1236 
 1.83 , 0.06775 
 1.57 , 0.0612 
 1.46 , 0.05187 
 1.48 , 0.05328 
 1.64 , 0.05892 
 1.73 , 0.06529 
 1.71 , 0.07328 
 1.75 , 0.07874 
 1.85 , 0.08482 
 1.81 , 0.08556 
 1.94 , 0.08623 
 2.08 , 0.05766 
 1.69 , 0.02974 
 1.1 , 0.02275 
 0.41 , 0.01023 
 0.31 , 0.00319 
 0.42 , 0.02626 
 1.61 , 0.01918 
 0.78 , 0.02798 
 0.8 , 0.06088 
 3.08 , 0.06842 
 1.34 , 0.07483 
 0.85 , 0.05614 
 1.06 , 0.0498 
 1.3 , 0.05535 
 0.9 , 0.04874 
 0.66 , 0.0329 
 0.57 , 0.01845 
 0.44 , 0.00655 
 0.42 , 0.00626 
 0.48 , 0.00716 
END,END
