533,2,12.52,1000,6.27,2000,2,6.2,12.52,8.8,6.27
1,1.1,3500,2
2,2.4,2700,3
3,3.7,1700,2
4,5.3,1400,3
5,5.9,3000,3
6,8.8,14000,36

