1-8,,1.79,1.5
,1.94,1.59
,1.95,1.56
,1.95,1.53
,1.93,1.49
,,
,,
,,
19.6,19.5
19.5,19.5
22.1,22
21.9,22
24.9,24.9
24.9,24.9
27.4,27.3
27.2,27.3
29.7,29.7
29.7,29.7
,
,
,
,
,
,
4-3,,1.88,1.57
,1.97,1.61
,1.99,1.6
,1.95,1.55
,,
,,
,,
,,
20.2,20.1
20,20.1
22.3,22.2
22.1,22.2
24.4,24.3
24.3,24.3
26,26
26,26
,
,
,
,
,
,
,
 2104.9 , 2177.5 
3-11,2177.5,1.95,1.61
2177.5,1.95,1.57
2104.9,1.96,1.55
2177.5,1.87,1.45
2177.5,1.88,1.58
,,
,,
,,
21.2,21.3
21.4,21.3
24.1,24.2
24.3,24.2
26.3,26.4
26.5,26.4
28.6,28.8
28.9,28.8
18.9,19.1
19.4,19.1
,
,
,
,
,
 2104.9 , 2177.5 
10#-1,,1.87,1.57
,1.95,1.6
,1.95,1.57
,1.92,1.52
,,
,,
,,
,,
18.8,18.9
19,18.9
21.5,21.8
22,21.8
24.5,24.6
24.7,24.6
26.2,26.5
26.8,26.5
,
,
,
,
,
,
,
,
10-10,,1.98,1.74
,2.08,1.79
,2.05,1.73
,2.01,1.66
,,
,,
,,
,,
13.8,13.7
13.6,13.7
15.8,16
16.2,16
18.5,18.4
18.3,18.4
21,20.8
20.6,20.8
,
,
,
,
,
,
,
,
10-10#,,1.99,1.75
,2.07,1.79
,2.05,1.72
,2,1.64
,,
,,
,,
,,
13.9,14
14.1,14
15.8,15.9
15.9,15.9
18.8,19
19.2,19
21.9,22
22,22
,
,
,
,
,
,
,
,
1-12,,1.9,1.7
,2,1.76
,2.1,1.82
,2,1.71
,,
,,
,,
,,
11.6,11.6
11.7,11.6
13.8,13.7
13.6,13.7
15.8,15.6
15.5,15.6
17.2,17.2
17.1,17.2
,
,
,
,
,
,
,
,
4-6,,1.94,1.67
,2.01,1.7
,2.05,1.72
,2.06,1.68
,,
,,
,,
,,
15.9,15.9
15.8,15.9
18.1,18.2
18.2,18.2
19.3,19.4
19.5,19.4
22.3,22.3
22.3,22.3
,
,
,
,
,
,
,
,
2-1,,2.02,1.69
,2.02,1.66
,1.96,1.59
,1.93,1.54
,1.89,1.61
,1.81,1.57
,,
,,
19.7,19.7
19.6,19.7
21.5,21.6
21.7,21.6
23.3,23.3
23.2,23.3
25.4,25.4
25.4,25.4
17.3,17.3
17.2,17.3
15,15.2
15.4,15.2
,
,
,
,
8-1,,1.87,1.58
,1.99,1.65
,2.01,1.62
,1.98,1.58
,,
,,
,,
,,
17.9,18.1
18.3,18.1
20.8,21
21.1,21
23.9,24
24,24
25.8,25.6
25.4,25.6
,
,
,
,
,
,
,
,
1-12#,,1.89,1.69
,2,1.75
,2.06,1.78
,2.01,1.71
,,
,,
,,
,,
12,11.9
11.8,11.9
14.2,14.1
14.1,14.1
15.9,16
16.2,16
17.4,17.5
17.6,17.5
,
,
,
,
,
,
,
,
1-8,,2.05,1.81
,2.1,1.84
,2.13,1.82
,2.11,1.78
,,
,,
,,
,,
12.8,13
13.2,13
14.3,14.2
14.1,14.2
16.9,17
17.2,17
18.7,18.8
18.9,18.8
,
,
,
,
,
,
,
,
7-1,,1.9,1.65
,2.03,1.71
,2.07,1.72
,2.03,1.65
,,
,,
,,
,,
15.3,15.1
15,15.1
18.8,18.8
18.9,18.8
20.3,20.2
20.1,20.2
23.4,23.1
22.9,23.1
,
,
,
,
,
,
,
,
1-8#,,1.97,1.74
,2.1,1.82
,2.03,1.73
,1.95,1.64
,,
,,
,,
,,
12.9,13.1
13.3,13.1
15.2,15.4
15.5,15.4
17.1,17.3
17.4,17.3
19,19.1
19.2,19.1
,
,
,
,
,
,
,
,
7-9,, 2.01 , 1.77 
, 2.11 , 1.82 
, 2.05 , 1.74 
, 2.01 , 1.68 
,,
,,
,,
,,
 13.8 , 13.7 
 13.6 , 13.7 
 15.9 , 15.9 
 16 , 15.9 
 17.9 , 18 
 18.2 , 18 
 19.9 , 19.9 
 19.9 , 19.9 
,
,
,
,
,
,
,
,
7-11,, 2 , 1.77 
, 2.11 , 1.83 
, 2.07 , 1.76 
, 2.03 , 1.71 
,,
,,
,,
,,
 13.1 , 13.2 
 13.3 , 13.2 
 15.3 , 15.5 
 15.7 , 15.5 
 17.6 , 17.4 
 17.1 , 17.4 
 18.8 , 18.6 
 18.4 , 18.6 
,
,
,
,
,
,
,
,
3-1,, 1.97 , 1.59 
, 1.94 , 1.53 
, 1.97 , 1.61 
, 1.88 , 1.57 
,,
,,
,,
,,
 24.3 , 24.3 
 24.2 , 24.3 
 26.6 , 26.5 
 26.3 , 26.5 
 22.4 , 22.6 
 22.8 , 22.6 
 19.8 , 19.7 
 19.6 , 19.7 
,
,
,
,
,
,
,
,
10-8,, 2.02 , 1.79 
, 2.01 , 1.76 
, 2.11 , 1.81 
, 2.03 , 1.71 
,,
,,
,,
,,
 12.8 , 12.8 
 12.7 , 12.8 
 14.6 , 14.5 
 14.4 , 14.5 
 16.4 , 16.3 
 16.3 , 16.3 
 18.9 , 18.9 
 18.9 , 18.9 
,
,
,
,
,
,
,
,
9-7,, 2.03 , 1.65 
, 2 , 1.6 
, 1.87 , 1.58 
, 1.94 , 1.62 
,,
,,
,,
,,
 22.8 , 22.8 
 22.8 , 22.8 
 25.1 , 24.9 
 24.6 , 24.9 
 17.6 , 18 
 18.4 , 18 
 19.8 , 20 
 20.3 , 20 
,
,
,
,
,
,
,
,
8-11,, 1.92 , 1.68 
, 1.99 , 1.71 
, 2.08 , 1.75 
, 2.08 , 1.73 
, 2.04 , 1.67 
,,
,,
,,
 14 , 14.3 
 14.6 , 14.3 
 16.2 , 16.1 
 16 , 16.1 
 19 , 19 
 19 , 19 
 20.1 , 20 
 19.8 , 20 
 22.2 , 22.4 
 22.6 , 22.4 
,
,
,
,
,
,
8-7,, 1.98 , 1.75 
, 2.1 , 1.82 
, 2.09 , 1.78 
, 2.05 , 1.72 
,,
,,
,,
,,
 13.1 , 13.1 
 13 , 13.1 
 15.2 , 15.3 
 15.4 , 15.3 
 17.3 , 17.3 
 17.2 , 17.3 
 19.4 , 19.4 
 19.4 , 19.4 
,
,
,
,
,
,
,
,
8-9,, 1.98 , 1.75 
, 2.11 , 1.83 
, 2.1 , 1.79 
, 2.06 , 1.72 
,,
,,
,,
,,
 12.8 , 12.9 
 13 , 12.9 
 15.3 , 15.4 
 15.5 , 15.4 
 17.4 , 17.3 
 17.2 , 17.3 
 19.6 , 19.5 
 19.5 , 19.5 
,
,
,
,
,
,
,
,
8-13,, 2 , 1.76 
, 2.09 , 1.81 
, 2.08 , 1.77 
, 2.04 , 1.71 
,,
,,
,,
,,
 13.5 , 13.4 
 13.3 , 13.4 
 15.6 , 15.5 
 15.4 , 15.5 
 17.5 , 17.5 
 17.6 , 17.5 
 19.3 , 19.4 
 19.5 , 19.4 
,
,
,
,
,
,
,
,
10-10,, 1.99 , 1.76 
, 2.08 , 1.8 
, 2.08 , 1.77 
, 2.05 , 1.72 
,,
,,
,,
,,
 13.2 , 13.3 
 13.4 , 13.3 
 15.4 , 15.3 
 15.2 , 15.3 
 17.5 , 17.6 
 17.8 , 17.6 
 19.5 , 19.4 
 19.2 , 19.4 
,
,
,
,
,
,
,
,
10-4,, 2.01 , 1.77 
, 2 , 1.73 
, 2.1 , 1.79 
, 2.01 , 1.68 
,,
,,
,,
,,
 13.6 , 13.6 
 13.5 , 13.6 
 15.7 , 15.6 
 15.5 , 15.6 
 17.4 , 17.5 
 17.6 , 17.5 
 19.8 , 19.8 
 19.7 , 19.8 
,
,
,
,
,
,
,
,
10-6,, 2 , 1.77 
, 2.01 , 1.75 
, 2.09 , 1.77 
, 2 , 1.67 
,,
,,
,,
,,
 12.9 , 13 
 13.1 , 13 
 15 , 15.1 
 15.3 , 15.1 
 17.6 , 17.8 
 18 , 17.8 
 19.6 , 19.5 
 19.5 , 19.5 
,
,
,
,
,
,
,
,
2-3,, 2 , 1.77 
, 2.03 , 1.76 
, 2.1 , 1.79 
, 2 , 1.67 
,,
,,
,,
,,
 13.2 , 13.2 
 13.2 , 13.2 
 15.3 , 15.5 
 15.6 , 15.5 
 17.6 , 17.5 
 17.4 , 17.5 
 19.6 , 19.6 
 19.6 , 19.6 
,
,
,
,
,
,
,
,
2-5,, 1.98 , 1.75 
, 2.02 , 1.75 
, 2.09 , 1.78 
, 1.99 , 1.66 
,,
,,
,,
,,
 12.9 , 12.9 
 13 , 12.9 
 15.4 , 15.3 
 15.2 , 15.3 
 17.3 , 17.3 
 17.4 , 17.3 
 19.6 , 19.5 
 19.5 , 19.5 
,
,
,
,
,
,
,
,
9-3,, 2 , 1.77 
, 2.08 , 1.8 
, 2.07 , 1.76 
, 2.03 , 1.7 
,,
,,
,,
,,
 13.2 , 13.3 
 13.4 , 13.3 
 15.6 , 15.4 
 15.2 , 15.4 
 17.4 , 17.5 
 17.6 , 17.5 
 19.6 , 19.7 
 19.7 , 19.7 
,
,
,
,
,
,
,
,
3-3,, 1.93 , 1.74 
, 2 , 1.79 
, 2.17 , 1.91 
, 2.09 , 1.8 
, 2.11 , 1.78 
, 2.07 , 1.72 
,,
,,
 10.6 , 10.8 
 10.9 , 10.8 
 11.9 , 11.9 
 12 , 11.9 
 13.6 , 13.8 
 13.9 , 13.8 
 16.2 , 16.2 
 16.1 , 16.2 
 18.2 , 18.4 
 18.5 , 18.4 
 20.6 , 20.5 
 20.3 , 20.5 
,
,
,
,
3-1-1,, 1.86 , 1.47 
, 1.91 , 1.48 
, 1.85 , 1.4 
,,
,,
,,
,,
,,
 26.7 , 26.8 
 26.8 , 26.8 
 29.3 , 29.5 
 29.6 , 29.5 
 32.4 , 32.4 
 32.4 , 32.4 
