1,K1+500,15.0,,,
2,K2+800,13.0,,,
3,K2+800,12.2,,,
4,K2+800,12.2,,,
5,K2+800,11.5,,,
6,K2+800,13.5,,,
7,K2+800,13.2,,,
8,K2+800,12.4,,,
9,K2+800,14.0,,,
10,K2+800,13.3,,,
11,K2+800,13.0,,,
12,K2+800,14.0,,,
13,K2+800,14.0,,,
14,K2+800,14.5,,,
15,K2+800,11.5,,,
16,K2+800,13.8,,,
17,K2+800,14.8,,,
18,K2+800,14.5,,,
19,K2+800,16.3,,,
20,K2+800,14.5,,,
