1, 10 
1, 1 
2, 16 
2-1, 1 
3, 12 
4, 18 
5, 11 
6, 8 
7, 5 
8, 1 
, 3 
74,20-4,4.6, 0 , 0 , 0 , 0 , 0 , 0 , 24.1 , 2.72 , 19.4 , 15.6325543916197 , .704808080808081 , 93.0068791561568 , 32.9 , 19.3 , 13.6 , .352941176470588 ,粉质黏土, 1 , 41 , 13 , 1 , .23 ,7.63, 0 , 0 
75,20-5,5.7, 0 , 0 , 0 , 0 , 0 , 0 , 22.4 , 2.7 , 19.9 , 16.2581699346405 , .627980295566503 , 96.3087543144022 , 27.7 , 16.8 , 10.9 , .513761467889908 ,粉质黏土, 1 , 16.1 , 22.2 , 0 , 0 ,., 0 , 0 
4,1-4,5.6, 0 , 0 , 0 , 0 , 0 , 0 , 22.6 , 2.7 , 19.7 , 16.068515497553 , .646865671641791 , 94.3317951084448 , 29.5 , 18.3 , 11.2 , .383928571428572 ,粉质黏土, 1 , 31.8 , 23 , 1 , .12 ,13.5, 0 , 0 
9,2-3R,5.9, 26.9 , 57.1 , 9.9 , 4.4 , 1.7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,砾砂, 0 , 0 , 0 , 0 , 0 ,., 0 , 0 
23,6-3R,5.7, .9 , 12 , 27.9 , 19.6 , 39.6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,粉砂, 0 , 0 , 0 , 0 , 0 ,., 0 , 0 
26,7-3,5.5, 4.7 , 26.1 , 16.7 , 12.1 , 40.4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,粉砂, 0 , 0 , 0 , 0 , 0 ,., 0 , 0 
29,8-3,5.3, 33 , 43.7 , 5.7 , 2.9 , 14.7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,砾砂, 0 , 0 , 0 , 0 , 0 ,., 0 , 0 
33,9-3,5.7, 0 , 0 , 0 , 0 , 0 , 0 , 23 , 2.72 , 20 , 16.260162601626 , .64 , 97.75 , 32 , 18.2 , 13.8 , .347826086956522 ,粉质黏土, 1 , 19.7 , 23.2 , 1 , .12 ,14.1, 0 , 0 
36,10-3,5.8, 1.4 , 28.3 , 26.4 , 15.8 , 28.1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,中砂, 0 , 0 , 0 , 0 , 0 ,., 0 , 0 
42,12-3,5.2, 0 , 0 , 0 , 0 , 0 , 0 , 21.4 , 2.7 , 20.4 , 16.8039538714992 , .575865384615385 , 100 , 26.4 , 16 , 10.4 , .519230769230769 ,粉质黏土, 4 , 31 , 9.7 , 0 , 0 ,., 0 , 0 
46,13-4R,6.3, 27 , 52.6 , 9.6 , 5.5 , 5.3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,砾砂, 0 , 0 , 0 , 0 , 0 ,., 0 , 0 
57,16-3,5.6, 14 , 47.7 , 6.7 , 3.1 , 28.5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,粗砂, 0 , 0 , 0 , 0 , 0 ,., 0 , 0 
70,19-4R,6.3, 25.9 , 43.6 , 11.6 , 4.1 , 14.8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,砾砂, 0 , 0 , 0 , 0 , 0 ,., 0 , 0 
30,8-4R,6.6, 27.2 , 50.1 , 11.5 , 4.2 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,砾砂, 0 , 0 , 0 , 0 , 0 ,., 0 , 0 
39,11-3R,6.4, 29.2 , 42.8 , 14.4 , 5.3 , 8.3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,砾砂, 0 , 0 , 0 , 0 , 0 ,., 0 , 0 
54,15-4R,11.2, 16.8 , 50.5 , 14.9 , 4 , 13.8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,粗砂, 0 , 0 , 0 , 0 , 0 ,., 0 , 0 
64,18-4R,7.6, 34.3 , 44.8 , 9.5 , 5.3 , 6.1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,砾砂, 0 , 0 , 0 , 0 , 0 ,., 0 , 0 
65,18-5,8.4, 17.3 , 35.1 , 12.2 , 7.7 , 27.7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,粗砂, 0 , 0 , 0 , 0 , 0 ,., 0 , 0 
66,18-6R,9.3, 20.5 , 47.7 , 22.8 , 5.9 , 3.1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,粗砂, 0 , 0 , 0 , 0 , 0 ,., 0 , 0 
