533,2,12.52,1000,6.27,2000
2,6.9,12.52,12,6.27
1,1,2600,3
2,2.6,2800,3
3,3.8,1900,2
4,5.3,1300,3
5,6.2,2200,57
6,8.5,14000,36
7,10,2400,2
8,12,9000,66

