13.60,58.10,3.60,22.9,2.73,20.70,17.31,0.608,41.3,23.5,18.5,0.19,83.9,23.3,,,,,0.13,15.20,45.0,0.512,,,,
19,19,19,5,5,5,5,5,5,5,5,5,3,3,,,,,3,3,24,1,,,,
11.53,55.94,2.13,20.3,2.73,20.50,17.04,0.569,36.4,20.7,15.6,-0.04,69.3,22.0,,,,,0.12,13.73,20.0,0.512,,,,
,,,1.8,0.01,0.2,0.3,0.028,3.6,2.6,2.1,0.22,13.4,1.4,,,,,0.02,1.37,8.9,,,,,
,,,0.09,0.00,0.01,0.02,0.05,0.10,0.13,0.14,-5.65,0.19,0.06,,,,,0.13,0.10,0.44,,,,,
,,,,,,,,,,,,49.2,20.0,,,,,,,16.9,0.512,,,,
8,花岗岩, , ,180,7.5
,,,,,,,,,,,,,,,,,,,,20.0,1.707,,,11.1,
,,,,,,,,,,,,,,,,,,,,100.0,1.707,,,16.4,
,,,1,1,1,1,1,,,,,,,,,,,1,1,18,1,,,2,
,,,23.8,2.70,19.50,15.75,0.680,,,,,,,,,,,0.28,6.10,56.0,1.707,,,13.7,
,,,,,,,,,,,,,,,,,,,,24.8,,,,3.7,
,,,,,,,,,,,,,,,,,,,,0.44,,,,0.27,
,,,,,,,,,,,,,,,,,,,,45.7,1.707,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,1,1,1,,,,,,1,1,1,1,1
,0.60,1.96,59.28,,,,,,98,0.26,0.342,0.567,235
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,0.64,1.53,43.40,6.0,,,,,80,,,,
,0.76,1.85,54.75,16.5,,,,,100,,,,
,15,16,16,16,,,,,16,,,,
,0.69,1.71,48.31,9.7,,,,,92,,,,
,0.03,0.08,3.46,3.1,,,,,6,,,,
,0.05,0.05,0.07,0.32,,,,,0.06,,,,
,,,,8.4,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,1,1,1,,,,,,1,,,,
,0.78,1.53,44.33,,,,,,93,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,0.63,1.73,47.76,6.6,,,,,89,,,,
,0.71,2.09,54.97,40.7,,,,,100,,,,
,11,12,12,10,,,,,12,,,,
,0.67,1.88,51.53,11.4,,,,,95,,,,
,0.02,0.10,2.43,10.4,,,,,3,,,,
,0.03,0.06,0.05,0.91,,,,,0.03,,,,
,,,,5.4,,,,,,,,,
,0.60,1.62,41.23,2.7,,,,,85,,,,
,0.89,1.85,52.97,75.2,,,,,99,,,,
,18,17,18,15,,,,,18,,,,
,0.73,1.76,47.77,10.1,,,,,94,,,,
,0.07,0.07,3.18,18.1,,,,,5,,,,
,0.10,0.04,0.07,1.79,,,,,0.05,,,,
,,,,1.8,,,,,,,,,
,0.72,1.61,45.60,4.5,,,,,94,,,,
,0.81,1.76,50.00,11.7,,,,,100,,,,
,3,3,3,10,,,,,3,,,,
,0.77,1.67,47.15,8.2,,,,,97,,,,
,0.05,0.08,2.47,2.2,,,,,3,,,,
,0.06,0.05,0.05,0.27,,,,,0.03,,,,
,,,,6.9,,,,,,,,,
,,,,7.9,,,,,,,,,
,,,,25.9,,,,,,,,,
,,,,27,,,,,,,,,
,,,,16.6,,,,,,,,,
,,,,5.3,,,,,,,,,
,,,,0.32,,,,,,,,,
,,,,14.8,,,,,,,,,
,0.50,1.57,57.28,8.4,,,,,91,,,,
,0.61,1.91,69.98,36.5,,,,,100,,,,
,5,5,5,24,,,,,5,,,,
,0.56,1.76,63.94,16.2,,,,,96,,,,
,0.05,0.12,5.87,7.1,,,,,3,,,,
,0.09,0.07,0.09,0.44,,,,,0.03,,,,
,,,,13.7,,,,,,,,,
,,,,15.4,,,,,,,,,
,,,,75.0,,,,,,,,,
,,,,18,,,,,1,,,,
,,,,43.7,,,,,95,,,,
,,,,19.1,,,,,,,,,
,,,,0.44,,,,,,,,,
,,,,35.7,,,,,,,,,
