 9             2             1 
q
UU
天然
1,粉质粘土, , ,100,8
0.70,64.80,0.70,,,,,,,,,,,,,,,,,,,1.599,0.435,27,,25.0
2.70,66.73,2.70,,,,,,,,,,,,,,,,,,,1.599,1.260,49,,42.0
20,20,20,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,,1,3,3,,3
1.31,66.15,1.31,22.9,2.74,20.10,16.35,0.643,38.1,19.4,18.7,0.19,76.3,13.4,,,,,0.10,16.95,,1.599,0.889,41,,33.0
,,,,,,,,,,,,,,,,,,,,,,0.510,12,,8.5
,,,,,,,,,,,,,,,,,,,,,,0.57,0.29,,0.26
,,,,,,,,,,,,,,,,,,,,,1.599,0.122,23,,20.2
2,粉质粘土,  ,  ,200,3
1.90,64.45,1.10,18.4,2.70,19.10,15.28,0.515,27.8,15.7,10.4,0.07,21.4,14.5,,,,,0.08,8.90,6.0,,0.572,30,4.4,
3.20,65.53,1.90,25.0,2.73,20.70,16.94,0.750,33.5,20.4,15.0,0.35,62.1,27.4,,,,,0.18,20.40,16.5,,2.559,35,5.8,
19,19,19,16,16,16,15,16,16,16,16,15,14,14,,,,,14,14,16,,2,2,10,
2.63,64.83,1.39,21.5,2.71,19.73,16.16,0.638,30.7,18.0,12.7,0.25,43.9,22.1,,,,,0.13,14.24,9.8,,1.749,33,5.5,
,,,1.7,0.01,0.5,0.4,0.052,1.9,1.4,1.2,0.08,13.2,3.8,,,,,0.03,3.56,3.0,,1.429,4,1.6,
,,,0.08,0.00,0.02,0.02,0.08,0.06,0.08,0.10,0.33,0.30,0.17,,,,,0.27,0.25,0.31,,0.82,0.11,0.29,
,,,22.3,,19.53,15.98,0.661,,,,0.29,37.6,20.2,,,,,0.14,12.5,8.5,,-1.643,25,4.5,
2-1,粗砾砂,   ,   ,300,5
3.00,64.43,1.10,,,,,,,,,,,,,,,,,,,,,,,
3.00,64.43,1.10,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,,,,,,
3.00,64.43,1.10,22.7,2.70,19.60,15.97,0.656,29.1,19.0,10.1,0.37,29.4,20.9,,,,,0.10,17.00,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
3,粉质粘土,    ,    ,125,6
3.60,63.19,0.70,20.8,2.72,19.30,15.26,0.619,30.9,16.7,13.5,0.25,25.6,11.7,,,,,0.11,6.90,7.0,1.948,0.626,38,,
4.30,64.10,1.50,26.5,2.74,20.10,16.47,0.753,40.8,21.0,19.9,0.41,60.1,26.5,,,,,0.24,15.60,42.0,1.948,5.255,71,,
20,20,20,12,12,12,12,12,12,12,12,11,11,11,1,1,,,10,10,10,1,3,3,,
3.92,63.55,1.23,24.4,2.73,19.61,15.76,0.698,36.0,19.1,16.9,0.30,41.2,16.3,95.0,7.6,,,0.17,10.65,12.0,1.948,3.111,49,,
,,,2.0,0.01,0.3,0.4,0.049,3.4,1.3,2.4,0.05,11.4,5.3,,,,,0.04,2.65,10.6,,2.321,18,,
,,,0.08,0.00,0.01,0.03,0.07,0.09,0.07,0.14,0.15,0.28,0.33,,,,,0.25,0.25,0.89,,0.75,0.36,,
,,,25.5,,19.47,15.54,0.723,,,,0.33,34.9,13.3,,,,,0.19,9.1,5.7,1.948,-0.379,22,,
4,粉土,     ,     ,180,4.4
4.90,61.13,1.20,19.0,2.70,19.40,15.63,0.580,26.3,14.8,10.9,0.13,9.3,9.3,20.0,7.6,,,0.13,7.63,3.0,2.569,0.543,35,,
6.30,62.60,2.10,24.1,2.73,20.40,16.82,0.705,32.9,19.3,16.2,0.74,56.9,29.6,60.0,12.7,,,0.23,12.50,80.0,2.569,5.300,40,,
20,20,20,18,18,18,18,18,18,18,18,18,13,13,5,5,,,10,10,15,1,3,3,,
5.47,61.99,1.56,22.0,2.71,19.87,16.29,0.633,30.2,17.1,13.1,0.38,33.5,20.0,43.2,9.9,,,0.19,9.11,10.8,2.569,3.509,38,,
,,,1.4,0.01,0.3,0.3,0.034,1.9,1.3,1.3,0.15,14.7,7.2,16.1,2.2,,,0.04,1.94,19.2,,2.489,3,,
,,,0.06,0.00,0.01,0.02,0.05,0.06,0.07,0.10,0.39,0.44,0.36,0.37,0.23,,,0.20,0.21,1.77,,0.71,0.07,,
,,,22.6,,19.75,16.16,0.648,,,,0.44,26.2,16.4,27.9,7.8,,,0.21,8.0,2.0,2.569,-0.234,34,,
5,粉质粘土,      ,      ,136,2.2
5.90,60.33,0.60,21.4,2.70,19.70,16.07,0.576,26.4,16.0,10.4,0.35,19.7,23.0,,,,,0.12,13.50,5.0,1.604,,,,
7.10,61.53,1.20,23.0,2.72,20.40,16.80,0.647,32.0,18.3,13.8,0.52,31.8,23.2,,,,,0.12,14.10,13.0,1.604,,,,
20,20,20,3,3,3,3,3,3,3,3,3,2,2,1,1,,,2,2,10,1,,,,
6.35,61.12,0.88,22.3,2.71,20.03,16.38,0.621,29.3,17.5,11.8,0.42,25.8,23.1,31.0,9.7,,,0.12,13.80,9.1,1.604,,,,
,,,0.8,0.01,0.4,0.4,0.039,2.8,1.3,1.8,0.09,8.6,0.1,,,,,,0.42,2.4,,,,,
,,,0.04,0.00,0.02,0.02,0.06,0.10,0.07,0.15,0.22,0.33,0.01,,,,,,0.03,0.26,,,,,
,,,,,,,,,,,,,,,,,,,,7.6,1.604,,,,
6,粗砾砂,       ,       ,157,3.4
7.70,54.89,1.50,,,,,,,,,,,,,,,,,,9.0,0.929,,,,
12.50,60.00,5.90,,,,,,,,,,,,,,,,,,32.0,0.929,,,,
19,19,19,,,,,,,,,,,,,,,,,,27,1,,,,
9.40,58.06,3.08,,,,,,,,,,,,,,,,,,19.5,0.929,,,,
,,,,,,,,,,,,,,,,,,,,6.3,,,,,
,,,,,,,,,,,,,,,,,,,,0.32,,,,,
,,,,,,,,,,,,,,,,,,,,17.4,0.929,,,,
7,粘土,        ,        ,160,3.6
9.60,53.89,1.00,18.4,2.72,20.20,16.65,0.541,31.4,17.8,13.5,-0.38,57.7,20.6,,,,,0.10,12.50,10.0,0.512,,,,
