1,1.60, 267.2 , 3.749 , 1.29 , 9.27 ,-0.519 , 0.79 , 7.88 , 28.8 , 9272.19 ,
1,1.60, 316.6 , 5.982 , 0.889 , 10.99 ,-0.642 , 0.79 , 9.34 , 12.2 , 10984.53 ,
1,1.60, 995.9 , 2.841 , 5.499 , 34.56 ,-0.083 , 0.79 , 29.37 , 169.2 , 34085.81 ,
1,1.60, 778.6 , 2.449 , 4.675 , 27.02 ,-0.107 , 0.79 , 22.96 , 143.3 , 25648.96 ,
END,END,END
