1,1.90, 0.5 , 4.48 ,-0.383 , 0.02 , 1.843 , 0.79 , 0 , 0 , 18.22 ,
1,1.90, 192.7 , 3.791 , 1.329 , 6.69 ,-0.512 , 0.79 , 5.68 , 20.6 , 6685.45 ,
1,1.90, 192.7 , 10.809 , 0.419 , 6.69 ,-1.739 , 0.79 , 5.68 , 0 , 6685.45 ,
1,1.90, 109.7 , 1.899 , 1.236 , 3.81 ,-0.623 , 0.79 , 3.24 , 19.4 , 3332.67 ,
END,END,END
