1,1.60, 31 , 0.427 , 8.532 , 1.07 , 0.028 , 0.6 , 2.51 , 14.8 , 431.35 ,
1,1.60, 7.9 , 0.32 , 1.449 , 0.27 ,-0.081 , 0.55 , 0.23 , 3.5 , 97.76 ,
END,END,END
