1, 2.7,576.30,16.0,3,,,,
3, 3.7,397.00,9.7,3,,,,
4, 4.9,1118.33,17.8,4,,,,
5, 6.1,674.17,14.1,3,,,,
6, 7.8,1340.00,17.1,36,,,,
7, 9.8,2533.00,33.7,2,,,,
8, 12.8,6772.33,67.2,66,,,,
