                               分层标准贯入试验成果统计表
┌───┬───┬───┬──────┬───┬──┬───┬───┬───────┬────┐
│  层  │  钻  │ 标贯 │    标贯    │ 触探 │校正│ 实测 │ 校正 │   土    类   │   备   │
│  序  │  孔  │ 试验 │    试验    │      │    │ 锤击 │ 后锤 │              │        │
│  号  │  号  │ 编号 │    深度    │ 杆长 │系数│  数  │ 击数 │   名    称   │   注   │
├───┼───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│2      │3      │1      │1.80~2.10    │2.6    │1.00 │9.0    │9.0    │粉质粘土           │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│2      │4      │1      │1.80~2.10    │2.6    │1.00 │16.0   │16.0   │粉质粘土           │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│2      │5      │1      │2.00~2.30    │3.8    │.97  │8.5    │8.2    │粉质粘土           │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│2      │6      │1      │1.90~2.20    │2.7    │1.00 │9.0    │9.0    │粉质粘土           │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│2      │7      │1      │1.80~2.10    │2.7    │1.00 │7.5    │7.5    │粉质粘土           │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│2      │9      │1      │2.00~2.30    │2.8    │1.00 │6.0    │6.0    │粉质粘土           │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│2      │10     │1      │2.05~2.35    │3.8    │.97  │7.0    │6.8    │粉质粘土           │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│2      │11     │1      │2.60~2.90    │3.8    │.97  │9.0    │8.7    │粉质粘土           │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│2      │12     │1      │2.20~2.50    │3.6    │.98  │11.5   │11.2   │粉质粘土           │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│2      │13     │1      │2.00~2.30    │2.7    │1.00 │6.0    │6.0    │粉质粘土           │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│2      │14     │1      │2.00~2.30    │2.8    │1.00 │9.0    │9.0    │粉质粘土           │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│2      │15     │1      │1.60~1.90    │2.6    │1.00 │10.0   │10.0   │粉质粘土           │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│2      │17     │1      │1.65~1.95    │2.6    │1.00 │16.5   │16.5   │粉质粘土           │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│2      │18     │1      │1.90~2.20    │2.6    │1.00 │12.0   │12.0   │粉质粘土           │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│2      │19     │1      │1.75~2.05    │2.7    │1.00 │11.0   │11.0   │粉质粘土           │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│2      │20     │1      │2.10~2.40    │3.8    │.97  │9.0    │8.7    │粉质粘土           │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│       │       │       │平均值          │       │     │       │9.7    │               │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│       │       │       │最大值          │       │     │       │16.5   │               │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│       │       │       │最小值          │       │     │       │6.0    │               │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│       │       │       │推荐值          │       │     │       │7.9    │               │         │
├───┼───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│3      │1      │1      │3.10~3.40    │3.8    │.97  │42.0   │40.7   │粉质粘土           │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│       │2      │1      │3.50~3.80    │4.8    │.94  │10.0   │9.4    │粉质粘土           │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│       │8      │1      │2.50~2.80    │3.7    │.97  │8.0    │7.8    │粉质粘土           │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│       │13     │2      │3.40~3.70    │4.8    │.94  │7.0    │6.6    │粉质粘土           │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│       │14     │2      │3.70~4.00    │4.8    │.94  │8.0    │7.6    │粉质粘土           │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│       │15     │2      │3.50~3.80    │4.8    │.94  │7.0    │6.6    │粉质粘土           │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│       │16     │1      │2.60~2.90    │3.8    │.97  │8.5    │8.2    │粉质粘土           │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│       │17     │2      │3.50~3.80    │4.8    │.94  │9.0    │8.5    │粉质粘土           │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│       │19     │2      │3.70~4.00    │4.7    │.95  │10.0   │9.5    │粉质粘土           │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│       │20     │2      │4.00~4.30    │4.8    │.94  │10.0   │9.4    │粉质粘土           │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│       │       │       │平均值          │       │     │       │11.4   │               │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│       │       │       │最大值          │       │     │       │40.7   │               │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│       │       │       │最小值          │       │     │       │6.6    │               │         │
│      ├───┼───┼──────┼───┼──┼───┼───┼───────┼────┤
│       │       │       │推荐值          │       │     │       │9.0    │               │         │
