1-1, 2.78 , 7.846 , 0 , .004 , .007 , .129 , .189 , 42.9788665423111 
1-2, 0 , 16.038 , 0 , .562 , .607 , .895 , 1.087 , 42.2113976773251 
1-3, 2.78 , .023 , .037 , .004 , .005 , .009 , .009 , 53.3196690745303 
