101,45,30,102,35,26,51.7,52.0,37.5,37.9,14.1,2.73
103,38,26,104,25,19.2,52.2,52.0,38.2,37.9,14.1,2.73
,45,38,,38,35,18.4,15.0,8.6,8.6,6.4,2.69
,58,52,,,,11.5,15.0,,8.6,6.4,2.69
101,45,30,102,38,29,51.7,52.0,33.3,32.3,19.7,2.75
103,38,26,104,25,20,52.2,52.0,31.3,32.3,19.7,2.75
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
