1,0.001
0.77,18.7
0.74,26.7
1.00,24.6
0.40,22.5
0.62,19.0
0.92,26.3
0.82,28.1
0.97,31.8
1.24,30.0
1.06,17.5
0.87,20.4
0.84,22.3
1.05,23.1
0.85,21.9
0.86,19.5
0.91,21.9
0.76,21.6
0.88,21.9
0.83,23.1
1.56,18.9
0.78,18.1
0.59,15.0
0.52,13.3
0.75,27.5
1.14,25.8
1.90,15.4
2.24,18.7
2.53,17.9
1.68,37.0
1.39,16.5
2.03,23.9
0.90,36.3
0.51,29.2
0.51,20.8
1.88,11.4
1.85,22.7
1.28,30.8
0.47,27.8
0.39,18.7
0.50,11.2
0.38,10.1
0.33,9.0
0.31,7.1
0.32,7.3
0.33,5.7
0.35,6.9
0.38,8.1
0.44,9.5
0.37,9.2
0.37,6.3
0.47,7.1
0.48,8.9
0.78,11.1
0.79,14.5
0.96,16.2
2.42,16.9
2.81,16.8
1.27,39.7
0.59,32.6
0.67,17.7
0.43,17.0
0.48,15.7
1.73,20.3
3.82,18.4
2.89,32.6
4.16,37.9
3.98,26.9
2.12,38.3
1.01,45.4
1.02,27.6
0.60,21.9
1.12,26.3
4.01,19.6
4.37,30.9
4.60,35.2
4.64,43.3
4.69,50.0
4.93,54.4
5.29,56.0
5.53,57.9
5.41,59.5
5.30,59.8
5.15,59.8
5.20,59.9
5.43,61.3
5.80,62.3
5.97,64.1
5.92,65.3
5.84,65.8
6.01,67.5
5.65,67.6
5.55,67.0
5.50,66.0
5.01,65.0
4.52,60.0
5.62,49.3
5.50,48.0
5.10,52.1
4.92,56.8
5.39,30.8
5.62,46.0
5.78,58.8
5.80,62.0
5.86,62.5
6.17,65.4
6.00,66.3
6.04,66.9
7.04,68.1
7.18,74.1
5.64,78.1
5.19,69.9
4.18,71.7
3.47,73.6
6.10,51.8
6.30,48.2
6.37,64.6
5.40,67.0
5.45,66.6
5.90,64.5
4.68,69.2
2.54,67.1
2.64,65.0
2.90,54.3
6.17,39.9
6.97,43.7
6.78,61.7
6.15,67.4
6.10,67.4
5.89,68.6
5.84,73.9
5.72,73.6
7.01,68.8
6.54,71.9
7.49,74.1
7.43,76.3
7.27,76.4
7.19,77.0
7.46,77.5
7.67,77.8
7.63,84.3
7.44,83.7
7.23,83.5
7.23,82.7
6.84,82.4
6.59,79.4
6.39,78.0
6.03,77.6
6.30,77.9
7.86,78.5
8.46,36.0
8.26,62.9
7.78,81.9
7.68,84.2
5.92,81.0
4.56,64.3
5.31,58.9
5.96,59.5
6.39,61.8
6.77,64.8
6.61,71.8
6.69,71.8
6.56,70.8
5.88,69.7
4.58,67.6
4.36,58.8
4.63,57.2
5.02,57.3
5.42,58.1
5.60,58.8
5.57,59.3
5.75,60.2
6.26,60.3
6.22,60.6
5.91,60.9
6.04,59.7
7.08,62.7
9.71,64.3
10.59,75.8
10.63,90.3
10.32,107.5
10.11,104.6
9.34,101.8
8.24,99.9
7.89,92.8
7.85,72.4
7.13,71.9
7.32,72.8
7.00,67.7
5.60,62.5
5.11,47.1
5.13,48.7
5.93,50.3
6.51,53.1
7.35,58.4
8.83,68.2
8.22,73.4
8.39,73.8
8.04,74.1
7.97,72.9
6.77,30.9
5.33,36.2
5.23,46.9
6.55,49.6
6.37,51.8
5.63,54.4
5.33,55.8
7.96,58.1
9.58,64.9
9.14,71.9
7.44,74.6
5.45,69.9
6.10,66.5
6.32,51.4
5.24,48.2
4.48,42.6
4.22,43.9
4.62,43.1
4.61,43.6
4.63,43.7
4.57,44.8
4.65,48.4
5.51,51.5
6.23,54.5
6.79,58.2
5.16,59.5
4.39,57.8
4.52,52.4
4.36,54.3
4.54,65.1
6.10,70.8
6.87,70.2
7.82,63.7
6.52,62.6
6.19,62.3
6.33,55.5
6.52,56.6
7.43,58.6
8.41,61.6
9.03,65.2
7.05,73.7
5.32,65.0
4.89,59.8
4.82,58.8
5.13,60.4
6.68,62.2
8.15,64.3
7.30,64.9
6.62,64.8
6.36,64.1
5.99,23.8
5.87,36.6
6.94,50.7
7.48,59.7
7.31,69.6
10.69,71.4
13.28,91.1
14.08,110.1
13.71,118.5
12.81,119.7
11.76,132.4
11.71,129.8
11.71,117.6
9.17,108.3
7.33,97.5
6.66,81.3
6.48,76.6
6.44,76.2
8.84,75.7
8.33,76.7
8.83,74.7
8.33,72.6
6.37,73.0
6.69,73.4
7.81,71.2
7.15,68.9
7.22,68.9
8.61,70.2
9.68,72.8
10.42,78.5
11.32,79.9
10.16,79.0
8.82,80.1
8.04,78.6
8.15,75.3
9.38,68.1
10.09,69.3
8.72,69.2
7.82,66.5
7.30,64.9
7.32,61.3
7.35,60.4
7.36,60.5
7.31,60.6
7.33,60.6
7.35,60.4
7.39,60.2
7.42,60.1
7.37,60.3
7.27,60.6
7.49,25.7
7.36,37.3
7.47,51.2
9.48,62.6
10.92,73.5
13.14,85.4
11.52,101.2
9.70,97.4
9.55,85.9
8.98,83.6
9.20,79.5
11.91,80.3
12.27,85.6
9.78,90.4
7.45,87.4
7.52,79.2
7.70,65.2
6.93,63.6
6.81,64.0
7.35,64.9
8.88,61.5
8.02,67.1
8.75,67.5
9.35,68.1
