3,1.3,2.,4.5
3,1.4,2.,4.5
3,1.5,2.,4
3,1.6,2.,4
3,1.7,4.,4.5
3,1.8,4.,4.5
3,1.9,4.,3
3,2.,4.,4
3,2.1,4.,5.5
3,2.2,4.,5.5
3,2.3,4.,5
3,2.4,4.,5
3,2.5,4.,6
3,2.6,4.,5.5
3,2.7,4.,4.5
3,2.8,4.,4.5
3,2.9,4.,4.5
4,1.1,2.,8
4,1.2,2.,9
4,1.3,2.,8
4,1.4,2.,6.5
4,1.5,2.,3.5
4,1.6,2.,8
4,1.7,4.,8
4,1.8,4.,5
4,1.9,4.,5
4,2.,4.,5
4,2.1,4.,5
4,2.2,4.,4
4,2.3,4.,5
4,2.4,4.,4
4,2.5,4.,4
4,2.6,4.,5
4,2.7,4.,4
4,2.8,4.,4
4,2.9,4.,4.5
5,1.4,2.,20
5,1.5,2.,20
5,1.6,4.,16
5,1.7,4.,10
5,1.8,4.,13
5,1.9,4.,8
5,2.,4.,6
5,2.1,4.,4.5
5,2.2,4.,4
5,2.3,4.,4
5,2.4,4.,4.5
6,1.1,2.,4.5
6,1.2,2.,4
6,1.3,2.,4
6,1.4,2.,4
6,1.5,2.,4
6,1.6,2.,4
6,1.7,4.,5
6,1.8,4.,5
6,1.9,4.,5
6,2.,4.,4.5
6,2.1,4.,3.5
6,2.2,4.,4
6,2.3,4.,4
6,2.4,4.,4
6,2.5,4.,4
6,2.6,4.,4
9,1.5,1.8,4.5
9,1.6,1.8,4
9,1.7,1.8,4
9,1.8,3.6,5
9,1.9,3.6,5
9,2.,3.6,5
9,2.1,3.6,4
9,2.2,3.6,4.5
9,2.3,3.6,5
9,2.4,3.6,4
9,2.5,3.6,5
12,1.3,2.,4
12,1.4,2.,5
12,1.5,2.,6
12,1.6,4.,6
12,1.7,4.,6
12,1.8,4.,5
12,1.9,4.,5
12,2.,4.,5
12,2.1,4.,4
12,2.2,4.,5
12,2.3,4.,5
12,2.4,4.,5
12,2.5,4.,5
12,2.6,4.,5
15,1.4,3.,6
15,1.5,3.,5.5
15,1.6,3.,5.5
15,1.7,3.,5.5
15,1.8,3.,5.5
15,1.9,3.,5
15,2.,3.,5
15,2.1,3.,5
15,2.2,3.,5
15,2.3,3.,4.5
15,2.4,3.,5
15,2.5,3.,5
15,2.6,3.,4.5
15,2.7,3.,5
15,2.8,3.,4.5
16,1.2,2.,4
16,1.3,2.,4
16,1.4,2.,5
16,1.5,4.,5
16,1.6,4.,6
16,1.7,4.,6
16,1.8,4.,6
16,1.9,4.,5
16,2.,4.,6
16,2.1,4.,5
16,2.2,4.,5
16,2.3,4.,5
16,2.4,4.,6
18,1.4,3.,6
18,1.5,3.,7
18,1.6,3.,6
18,1.7,3.,6
18,1.8,3.,6
18,1.9,3.,6
18,2.,3.,6
18,2.1,3.,6
18,2.2,3.,6
18,2.3,3.,6
18,2.4,3.,6
18,2.5,3.,5
18,2.6,3.,6
18,2.7,3.,6
18,2.8,3.,5.5
19,1.6,3.,5.5
19,1.7,3.,6
19,1.8,3.,6
19,1.9,3.,7
19,2.,3.,6
19,2.1,3.,6.5
19,2.2,3.,6.5
19,2.3,3.,5.5
19,2.4,3.,5.5
19,2.5,3.,5.5
19,2.6,3.,5.5
19,2.7,3.,5
19,2.8,3.,5.5
END,END,END,END
