 0 , 0 
 0 , 0 
 0 , 0 
 2 , 4 
 0 , 6 
 0 , 4 
 0 , 4 
 0 , 4.5 
 0 , 5.5 
 0 , 6 
 0 , 8 
 0 , 9 
 0 , 8 
 0 , 6.5 
 0 , 3.5 
 0 , 8 
 4 , 8 
 0 , 5 
 0 , 5 
 0 , 5 
 0 , 5 
 0 , 4 
 0 , 5 
 0 , 4 
 0 , 4 
 0 , 5 
 0 , 4 
 0 , 4 
 0 , 4.5 
 0 , 4.5 
 0 , 4 
 0 , 4 
 0 , 4.5 
 0 , 2 
 0 , 3 
 0 , 3 
 0 , 4 
 6 , 4.5 
 0 , 4.5 
 0 , 4.5 
 0 , 4 
 0 , 4.5 
 0 , 4.5 
 0 , 4 
 0 , 3 
 0 , 4 
 0 , 4.5 
 0 , 5 
 0 , 5 
 0 , 5 
 0 , 5.5 
 0 , 5 
 0 , 5 
 0 , 5 
 0 , 4.5 
 0 , 4 
 0 , 5 
 8 , 7 
 0 , 8 
 0 , 8 
 0 , 4 
 0 , 8 
 0 , 15 
 0 , 16 
 0 , 17 
 0 , 16 
 0 , 15 
 0 , 18 
 0 , 16 
 0 , 20 
 0 , 18 
 0 , 22 
 0 , 22 
 0 , 22 
 0 , 24 
 0 , 15 
 9 , 14 
 0 , 10 
 0 , 9 
 0 , 10 
 0 , 12 
 0 , 12 
 0 , 12 
 0 , 13 
 0 , 16 
 0 , 16 
 0 , 14 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
 0 , 0 
