1, 1.3,326.15,29.5,3,,,,
2, 2.4,259.09,9.7,3,,,,
3, 3.9,542.67,11.4,3,,,,
4, 5.3,1435.00,19.3,4,,,,
5, 6,628.33,18.6,3,,,,
6, 9.7,2729.73,37.3,36,,,,
7, 11.7,2464.50,33.5,2,,,,
8, 13.3,2168.13,28.9,66,,,,
