1,1.00, 84.5 , 0.899 , 22.112 , 2.93 , 0.074 , 0.76 , 9.67 , 31.8 , 1698.31 ,
1,1.00, 31 , 0.427 , 8.532 , 1.07 , 0.028 , 0.6 , 2.51 , 14.8 , 431.35 ,
END,END,END
