1
10
31.5
18.5
0.00


30
0.5

0.5,93,215,2,99.0,183.5,12.0
84.5,0.899,22.112,2933,0.074,,,
1.0,74,145,2,82.5,113.5,12.0
31.0,0.427,8.532,1075,0.028,,,
1.5,44,61,2,55.2,29.5,12.0
-25.7,-0.640,3.155,-893,-0.075,,,
2.0,35,84,8,44.6,52.5,18.0
7.9,0.320,1.449,273,-0.081,,,
2.5,51,89,13,61.2,57.5,23.0
-3.7,-0.102,1.702,-128,-0.055,,,
3.0,69,300,3,69.5,268.5,13.0
199.0,5.034,1.550,6904,-0.430,,,
3.5,86,342,5,85.3,310.5,15.0
225.2,4.480,1.690,7815,-0.398,,,
4.0,17,59,6,27.0,27.5,16.0
0.5,4.480,-0.383,18,1.843,,,
4.5,95,320,9,95.8,288.5,19.0
192.7,3.791,1.329,6686,-0.512,,,
5.0,67,292,9,67.8,260.5,19.0
192.7,10.809,0.419,6686,-1.739,,,
5.5,108,254,9,112.8,222.5,19.0
109.7,1.899,1.236,3807,-0.623,,,
6.0,125,583,20,114.2,551.5,30.0
437.3,8.072,1.062,15175,-0.554,,,
6.5,139,435,18,136.3,403.5,28.0
267.2,3.749,1.290,9273,-0.519,,,
7.0,128,471,26,122.9,439.5,36.0
316.6,5.982,0.889,10985,-0.642,,,
7.5,463,1453,36,425.6,1421.5,46.0
995.9,2.841,5.499,34559,-0.083,,,
8.0,425,1208,36,397.9,1176.5,46.0
778.6,2.449,4.675,27017,-0.107,,,
8.5,510,1384,37,478.4,1352.5,47.0
874.1,2.222,5.445,30332,-0.097,,,
9.0,586,1607,44,547.0,1575.5,54.0
1028.5,2.250,5.974,35688,-0.079,,,
9.5,523,1316,48,495.4,1284.5,58.0
789.1,1.971,4.959,27381,-0.092,,,
10.0,210,618,55,201.7,586.5,65.0
384.8,3.785,1.196,13353,-0.344,,,
10.5,329,908,53,312.1,876.5,63.0
564.4,2.725,2.321,19584,-0.203,,,
11.0,390,1057,52,368.7,1025.5,62.0
656.8,2.539,2.767,22790,-0.186,,,
11.5,336,984,65,315.7,952.5,75.0
636.8,3.173,2.053,22098,-0.199,,,
12.0,675,1756,76,633.0,1724.5,86.0
1091.5,2.128,5.030,37874,-0.066,,,
12.5,223,628,67,214.8,596.5,77.0
381.7,4.249,0.845,13244,-0.534,,,
13.0,235,637,81,227.0,605.5,91.0
378.5,3.903,0.878,13135,-0.402,,,
13.5,318,763,80,307.8,731.5,90.0
423.7,2.451,1.506,14702,-0.260,,,
14.0,317,774,98,306.2,742.5,108.0
436.3,2.625,1.397,15139,-0.193,,,
14.5,356,925,75,339.6,893.5,85.0
553.9,2.846,1.579,19219,-0.308,,,
15.0,710,1765,107,669.3,1733.5,117.0
1064.2,2.049,4.073,36927,-0.064,,,
15.5,645,1567,98,611.0,1535.5,108.0
924.5,2.028,3.461,32081,-0.103,,,
16.0,497,1124,106,477.7,1092.5,116.0
614.8,1.935,2.336,21333,-0.138,,,
16.5,338,776,134,328.2,744.5,144.0
416.3,2.551,1.163,14446,-0.129,,,
17.0,355,790,136,345.3,758.5,146.0
413.2,2.357,1.213,14337,-0.137,,,
17.5,523,1251,132,498.7,1219.5,142.0
720.8,2.227,2.176,25013,-0.102,,,
18.0,764,1792,138,724.7,1760.5,148.0
