1, 3.7 , 5.6 
2, 3.7 , 4.9 
3, 3.9 , 5.3 
4, 3.6 , 5.4 
5, 3.9 , 5.3 
6, 3.8 , 5.3 
7, 3.9 , 5.1 
8, 3.8 , 5.1 
9, 4 , 5.4 
10, 3.9 , 5.3 
11, 3.7 , 5 
12, 3.9 , 5.2 
13, 4.2 , 6 
14, 4 , 5.8 
15, 3.9 , 6 
16, 3.7 , 5.3 
17, 4.2 , 6.3 
18, 4 , 5.6 
19, 4.2 , 5.6 
20, 4.3 , 5.9 
END,END,END
