 1 , .001 
 1.36 , 37 
 .82 , 34 
 .81 , 32.2 
 .99 , 31.7 
 .87 , 20.8 
 .68 , 25.8 
 .62 , 25.2 
 .57 , 19.3 
 .16 , 12.9 
 .47 , 13.1 
 .88 , 2.1 
 .31 , 3.5 
 1.37 , 2.3 
 1.04 , 7.3 
 .7 , 7.6 
 .48 , 3.8 
 .3 , 2.1 
 .28 , 2.7 
 .29 , 2.4 
 .4 , 7.3 
 .42 , 6.7 
 .37 , 4 
 .3 , 7 
 .27 , 4.4 
 .23 , 5.1 
 .3 , 3.1 
 .26 , 4 
 .31 , 6.8 
 .49 , 4.7 
 .6 , 5 
 .66 , 7.9 
 .48 , 8.4 
 .53 , 9.3 
 .56 , 8.2 
 .61 , 8.2 
 .47 , 11.4 
 .48 , 14.5 
 1.97 , 12.1 
 2.46 , 15.6 
 2.87 , 17.5 
 2.93 , 21.1 
 3.03 , 22.7 
 3.17 , 25.1 
 2.65 , 26.8 
 1.81 , 28.7 
 1.12 , 26.7 
 1.52 , 28.5 
 1.79 , 21.9 
 3.41 , 22.2 
 3.91 , 10.3 
 3.46 , 35.3 
 .72 , 34.1 
 .63 , 19.2 
 .44 , 6.8 
 .59 , 11 
 .48 , 13.4 
 .48 , 11.5 
 .49 , 12.1 
 1.03 , 19.5 
 .5 , 18.4 
 .43 , 11.6 
 2.45 , 11.7 
 4.22 , 19.2 
 4 , 28.6 
 2.86 , 28.8 
 2.45 , 26.7 
 2.49 , 25 
 3.02 , 24.4 
 3.9 , 27.5 
 4.3 , 12.5 
 4.2 , 27 
 3.52 , 32.6 
 3.92 , 32.8 
 3.98 , 32.7 
 4.18 , 33 
 4.03 , 33.8 
 4.22 , 34.4 
 4.17 , 37.1 
 5.23 , 36.4 
 5.41 , 43.9 
 4.7 , 45.3 
 3.56 , 43.7 
 3.27 , 43.3 
 3.04 , 41.4 
 3 , 34.9 
 4.95 , 34 
 4.09 , 35.4 
 3.24 , 36 
 2.65 , 35.7 
 3.24 , 26.2 
 3.25 , 26.9 
 3.91 , 30.6 
 4.37 , 34.9 
 4.1 , 37.1 
 3.92 , 39.1 
 4.25 , 35.6 
 4.11 , 38.5 
 5.31 , 40.3 
 6.18 , 48.2 
 5.94 , 14.2 
 5.41 , 24.2 
 4.14 , 36 
 3.77 , 37 
 3.51 , 38.4 
 3.42 , 38.6 
 5.43 , 39 
 5.63 , 44.5 
 6.56 , 51 
 7.03 , 49.3 
 7.63 , 49 
 7.16 , 58.8 
 6.57 , 60.7 
 6.56 , 60.4 
 6.97 , 59.7 
 6.32 , 64.9 
 6.1 , 64.9 
 5.05 , 43.5 
 3.7 , 29.4 
 3.3 , 30.1 
 3.29 , 30.2 
 3.26 , 29.7 
 3.48 , 30.1 
 4.23 , 31.6 
 4.96 , 36.7 
 4.57 , 40.3 
 4.25 , 40.6 
 4.41 , 40 
 4.88 , 40.3 
 5.45 , 41.4 
 6.1 , 45 
 6.18 , 46.6 
 5.54 , 47.7 
 5.44 , 47.9 
 5.91 , 47.5 
 5.57 , 47.6 
 4.97 , 47.3 
 4.5 , 47.1 
 4.5 , 46.9 
 4.95 , 47.1 
 6.84 , 44.2 
 7.24 , 53.5 
 8.6 , 64.1 
 8.52 , 73.4 
 8 , 75.6 
 7.84 , 81.4 
 7.43 , 80.3 
 7.54 , 79.4 
 7.01 , 78.4 
 6.32 , 73.8 
 4.71 , 35.2 
 4.21 , 32.8 
 3.39 , 35.6 
 3.43 , 36.4 
 4.37 , 36.6 
 4.34 , 34.5 
 4.14 , 34.9 
 4.12 , 35.2 
 4.22 , 35.1 
 4.28 , 35.3 
 4.47 , 37.5 
 4.98 , 39.9 
 5.31 , 40.9 
 5.65 , 45.6 
 6.26 , 49.5 
 6.99 , 57.7 
 7.9 , 58.9 
 8.17 , 61.1 
 8.27 , 67 
 8.04 , 67.7 
 7.98 , 71.8 
 7.29 , 70.4 
 6.73 , 66.9 
 5.65 , 64.5 
 4.77 , 59 
 3.95 , 44.2 
 4.02 , 44.5 
 4.61 , 45.2 
 5.05 , 50.6 
 6.94 , 52.2 
 6.54 , 54.3 
 5.65 , 54.1 
 5.51 , 53.1 
 5.35 , 51.7 
 5.28 , 49.1 
 5.25 , 41.3 
 5.29 , 41.3 
 5.83 , 42.3 
 6.26 , 43 
 6.45 , 46.1 
 6.96 , 50.7 
 7.54 , 51.3 
 7.77 , 51.7 
 5.86 , 52 
 4.57 , 50 
 4.18 , 42.8 
 4.08 , 41.6 
 4.16 , 41.5 
 4.26 , 43 
 4.53 , 43.9 
 4.42 , 25.1 
 4.9 , 31.1 
 4.84 , 40.3 
 4.89 , 41.5 
 5.13 , 43.3 
 6.12 , 49 
 6.3 , 50 
 5.91 , 55.7 
 5.17 , 54.9 
 5 , 51 
 5 , 40.5 
 5.03 , 40.7 
 5.01 , 40.8 
 5.13 , 41.3 
 5.73 , 42.8 
 6.36 , 48.9 
