1-3,1,2, 50 , 100 , 150 , 200 , 250 , 300 , 350 , 0 , 0 , 0 ,0.55,100,0.35,0.46,,0.25,0.449,0.565,0.856,2.16,,2.339,,,,0.50,0.70,1.20,2.20,3.00,,3.55,,,,,,,,,,,,,,4.6, 1 
1-7,1,, 150 , 200 , 300 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.68 , 100 , 0.35 , 0.58 ,, 0.58 , 0.65 , 0.78 ,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.95 , 1 
