1, 1.3,981.54,31.2,3,,,,
2, 2.4,700.91,24.0,3,,,,
3, 3.9,670.67,16.4,3,,,,
4, 5.3,457.86,8.9,4,,,,
5, 6.1,863.75,15.4,3,,,,
6, 8.1,1198.00,17.3,36,,,,
7, 9.8,1879.41,22.6,2,,,,
8, 11.5,4154.71,41.7,66,,,,
