 50 , 100 , 150 , 200 ,, 50 , 100 , 150 
Z02-1, 0.855144329896907 
0.691,3.28,0.57,6.67E-03,8.82E-03,0.583,2.16,0.86,4.32E-03,1.98E-02,0.463,2.40,0.77,1.61E-03,2.93E-03,0.361,2.04,0.91,2.24E-03,2.43E-03,,,,,
Z02-2, 0.922333333333333 
0.753,3.39,0.57,4.02E-03,4.02E-03,0.640,2.26,0.85,5.18E-03,5.18E-03,0.516,2.48,0.78,2.93E-03,2.93E-03,0.410,2.12,0.91,2.43E-03,2.43E-03,,,,,
Z02-3, 0.921005235602094 
0.751,3.40,0.57,4.02E-03,4.02E-03,0.639,2.24,0.86,5.18E-03,5.18E-03,0.515,2.48,0.77,2.93E-03,2.93E-03,0.409,2.12,0.91,2.43E-03,2.43E-03,,,,,
Z02-4, 0.967621052631579 
0.794,3.47,0.57,4.02E-03,4.02E-03,0.679,2.30,0.86,5.18E-03,5.18E-03,0.552,2.54,0.77,2.93E-03,2.93E-03,0.443,2.18,0.90,2.43E-03,2.43E-03,,,,,
