1-2
,,30,78.5,10,
518,45,43,41,110,13.5
520,45,43,41,111,13.5
200,43.8,39.4,35,92,13.5
200,43.6,39.2,34.8,93,13.5
125,44.3,36.5,28.7,105,13.5
125,44.3,36.5,28.7,105,13.5
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
