101,35.8,24.5,48.1,56.9
102,36.5,23.8,58.3,56.9
103,37.8,24.2,64.2,56.9
104,32.8,20.5,74.5,58.1
105,35.2,24.6,54.1,58.1
106,38.5,28.3,45.7,58.1
,,,,
,,,,
,,,,
102,36.8,22.1,73.1,53.1
105,35.2,26.5,40.5,53.1
106,38.5,28.3,45.7,53.1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
