1-3,6.5,7.8,9
2-3,6.9,7.8,26
4-4,7.1,8.8,24
5-4,7.6,8.6,21
6-4,8.3,9.6,20
7-4,7.8,9.7,10
8-3,6.6,6.8,15
9-3,6.3,7.8,17
9-4,9.6,11.6,11.5
10-3,6.4,7.8,22
11-3,6.4,7.8,12
12-3,6.8,7.8,29
13-4,7.3,8.6,23
15-4,7.1,7.8,20
15-5,8.8,9.8,16
15-6,10.7,11.6,13
16-3,6.5,7.8,29
17-4,7.7,8.6,19
17-5,9.2,10.8,17
18-4,7.6,8.6,23
18-5,9.3,10.8,29
19-4,6.9,7.7,19
19-5,9.25,10.8,13
19-6,10.25,11.6,24
19-7,11.3,12.8,18
20-3,6.8,7.8,15
20-4,10.1,11.8,32
END,END,END,END
